ID_Herramienta;ID_Encuestado;Plataforma (actual);Software utilizado;Framework -Librerias;Bases de Datos;QA-Testing
1574;1574;Amazon Web Services, Azure, Docker, Kubernetes;CSS, HTML, Javascript;React.js;Ninguna de las anteriores;Ninguna de las anteriores
1575;1575;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Postman
1576;1576;Amazon Web Services, Linux, OpenShift, Windows Server, Splunk;Bash/Shell, Python, SQL;.NET Core, Bootstrap, Hadoop, Hibernate;Amazon Redshift, ElasticSearch, Microsoft SQL Server, Oracle;Postman, 2Steps
1577;1577;Azure, FORTINET;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1578;1578;Azure, SAP;ABAP;SAP;HANA;Ninguna de las anteriores
1579;1579;Ninguna de las anteriores;Java, Kotlin;Ninguno de los anteriores;Ninguna de las anteriores;JUnit, Postman
1580;1580;Amazon Web Services, Azure, Google Cloud Platform, Linux, Serverless;Python, R;Spark, Torch;Amazon DynamoDB, Amazon RDS/Aurora, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, Redis, SQLite;Postman
1581;1581;Azure, Linux, Serverless, VMWare, Windows Server;Bash/Shell, Python, SQL, Powershell ;Ninguno de los anteriores;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server;Postman, Visual Studio Coded UI
1582;1582;Ninguna de las anteriores;SQL;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
1583;1583;Linux, Solaris, Windows Server;Ninguno de los anteriores;SAP;HANA, IBM Db2, Microsoft SQL Server, Sybase;Ninguna de las anteriores
1584;1584;Azure, Google Cloud Platform, IBM Cloud / Watson;SQL;Ninguno de los anteriores;Google Cloud Storage, MySQL, SQLite;Ninguna de las anteriores
1585;1585;SAP;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1586;1586;Amazon Web Services, Azure, Google Cloud Platform, Serverless;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1587;1587;SAP;ABAP;SAP;HANA;Ninguna de las anteriores
1588;1588;Google Cloud Platform, Windows Server;.NET, C#, CSS, HTML, Javascript, SQL, TypeScript;Bootstrap, jQuery, Node.js;Microsoft SQL Server;Ninguna de las anteriores
1589;1589;Jira;Figma;Figma;-;-
1590;1590;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1591;1591;Amazon Web Services, *BSD, Docker;Python, SQL;WordPress;MySQL;Ninguna de las anteriores
1592;1592;Amazon Web Services, Google Cloud Platform, Linux, Microcontroladores, VMWare, Windows Server;Bash/Shell, SQL;Ninguno de los anteriores;Microsoft SQL Server, MySQL, Oracle, PostgreSQL, Redis, SQLite;Ninguna de las anteriores
1593;1593;Azure, Docker, Firebase, Kubernetes;.NET, CSS, Java, Javascript, SQL, TypeScript;.NET Core, Hibernate, Next.js, Node.js, React.js, Spring;ElasticSearch, MariaDB, MongoDB, Oracle, PostgreSQL, Redis;Selenium
1594;1594;Ninguna de las anteriores;CSS, HTML, Javascript, TypeScript;Angular;Ninguna de las anteriores;Karma
1595;1595;Docker, Kubernetes, Linux, Windows Server;.NET, C#;.NET Core;Microsoft SQL Server;Appium, OpenQA, Selenium
1596;1596;Ninguna de las anteriores;Ninguno de los anteriores;WordPress;Ninguna de las anteriores;Cucumber, Postman
1597;1597;Ninguna de las anteriores;C#, HTML, Javascript;Angular;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server;Postman, TFS
1598;1598;Amazon Web Services, Linux;Javascript, Python, TypeScript, VBA, Microsoft Excel;Node.js, NestJS;MongoDB;Jest
1599;1599;Docker, Windows Server;Java, SQL, VBA;Spring;MariaDB, Microsoft SQL Server;Postman
1600;1600;Amazon Web Services, Linux, Windows Server;Python, SQL;Django;PostgreSQL;Postman
1601;1601;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Selenium
1602;1602;Docker, Linux;Bash/Shell, SQL;Ninguno de los anteriores;MariaDB, PostgreSQL;Ninguna de las anteriores
1603;1603;Docker, Linux, OpenShift;Bash/Shell, CSS, HTML, Java, Javascript, Perl, PHP, Python, SQL;Laravel, Node.js;MongoDB, MySQL, PostgreSQL;Postman
1604;1604;Ninguna de las anteriores;Java, SQL;Ninguno de los anteriores;Microsoft SQL Server;Postman
1605;1605;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1606;1606;Amazon Web Services, Azure, VMWare;HTML, Python, SQL;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
1607;1607;Amazon Web Services, Arduino o similar, Docker, Heroku, Linux, Serverless;.NET, Arduino, C#, CSS, Javascript, Python, SQL;.NET Core, Bootstrap, Django;Amazon DynamoDB, MySQL, PostgreSQL;Postman, Selenium
1608;1608;Docker, Linux;Go, Groovy, Java, Python, SQL;Django, Flask, Spring;Amazon DynamoDB, Cassandra, MongoDB, MySQL, Oracle, PostgreSQL;JUnit, Postman
1609;1609;Netsuite;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1610;1610;Amazon Web Services, Docker;Java, Javascript, Kotlin;Spring;SQLite;JUnit, Postman, SoapUI
1611;1611;Azure;.NET, C#, CSS, HTML, Javascript, SQL;.NET Core, Angular, Bootstrap, jQuery;Microsoft SQL Server;Postman, SoapUI
1612;1612;Amazon Web Services, Docker, Google Cloud Platform, Serverless;Java, Python;Spring;Google Cloud Storage, MySQL;JUnit
1613;1613;Ninguna de las anteriores;.NET, C#, SQL;.NET Core, Angular, Bootstrap, Vue.js;Microsoft SQL Server;Ninguna de las anteriores
1614;1614;Amazon Web Services, Docker, Linux;HTML, Javascript, PHP;Bootstrap, jQuery, Laravel, Next.js, Node.js, Symfony, Vue.js;ElasticSearch, PostgreSQL, Redis;PHPUnit
1615;1615;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1616;1616;SAP;ABAP;SAP;Oracle;Postman
1617;1617;Azure, Docker, Kubernetes, Linux, Serverless, Windows Server;Bash/Shell, Python;Ninguno de los anteriores;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, PostgreSQL;Ninguna de las anteriores
1618;1618;Amazon Web Services, Kubernetes, Linux, Windows Server;Python;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1619;1619;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1620;1620;Ninguna de las anteriores;HTML, Java, SQL, TypeScript;Angular, Spring;IBM Db2, MySQL;Ninguna de las anteriores
1621;1621;Amazon Web Services, Docker, Kubernetes, Linux;HTML, Javascript, PHP, SQL, TypeScript;Bootstrap, jQuery, Laravel, Node.js, Symfony, Vue.js;MariaDB, MySQL;PHPUnit, Postman, SoapUI, insomnia, pest
1622;1622;Ninguna de las anteriores;CSS, HTML, SQL;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1623;1623;HP-UX, SAP;Ninguno de los anteriores;Ninguno de los anteriores;MySQL, Oracle;Postman, SoapUI, Micro Focus Application Lifecycle Management (ALM QC)
1624;1624;Docker, Kubernetes, Linux;Bash/Shell, Javascript, PHP, SQL;Laravel, React.js;ElasticSearch, MariaDB, Redis;PHPUnit, Postman
1625;1625;Google Cloud Platform;Python, SQL;Hadoop;Google Cloud Storage, Teradata;Ninguna de las anteriores
1626;1626;Ninguna de las anteriores;CSS, HTML, Java, Javascript;Angular, Bootstrap, Node.js;Oracle;Ninguna de las anteriores
1627;1627;Amazon Web Services, Azure, Linux;CSS, HTML, Javascript, Python, SQL;Angular, Bootstrap;Amazon DynamoDB, Amazon RDS/Aurora, MariaDB, MySQL;Ninguna de las anteriores
1628;1628;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;MySQL;SoapUI
1629;1629;Google Cloud Platform, Linux;Python;Ninguno de los anteriores;Google Cloud Storage, Microsoft SQL Server, MySQL, PostgreSQL;Ninguna de las anteriores
1630;1630;Azure, Windows Server, Audiocodes, MS 365 Admin Centers;Ninguno de los anteriores;Ninguno de los anteriores;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server;Ninguna de las anteriores
1631;1631;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Postman
1632;1632;Azure;C#, Python, SQL;.NET Core;Microsoft SQL Server;Ninguna de las anteriores
1633;1633;Azure, Linux, SAP, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1634;1634;Docker;HTML, Javascript, PHP, SQL;Bootstrap, jQuery, Laravel;MariaDB, MySQL, PostgreSQL;Ninguna de las anteriores
1635;1635;Amazon Web Services, Azure, Linux, SAP;Python, SQL;Hadoop;Amazon DynamoDB, Amazon Redshift, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL, SQLite;Ninguna de las anteriores
1636;1636;Ninguna de las anteriores;HTML, Javascript, TypeScript;React.js;MySQL;Ninguna de las anteriores
1637;1637;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1638;1638;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1639;1639;Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, Serverless, VMWare, Windows Server;Bash/Shell, Javascript, Python;React.js;ElasticSearch, Google Cloud Storage, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, PostgreSQL;Postman
1640;1640;Amazon Web Services;CSS, HTML, Javascript, TypeScript;Next.js, Node.js, React.js;MongoDB;Ninguna de las anteriores
1641;1641;Amazon Web Services, Google Cloud Platform;SQL;Ninguno de los anteriores;Google Cloud Storage, Microsoft Azure (Tables, CosmosDB, SQL, etc);Ninguna de las anteriores
1642;1642;Azure;Python, SQL;Spark;Microsoft Azure (Tables, CosmosDB, SQL, etc);Ninguna de las anteriores
1643;1643;Amazon Web Services, Kubernetes, Linux, OpenStack;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1644;1644;Figma, VSCode;CSS, Javascript;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1645;1645;Amazon Web Services, Google Cloud Platform, Windows Server, GitLab;HTML, Python;Ninguno de los anteriores;Google Cloud Storage, MySQL;Ninguna de las anteriores
1646;1646;Azure, Linux, VMWare, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Microsoft SQL Server, MySQL;Ninguna de las anteriores
1647;1647;Ninguna de las anteriores;CSS, HTML, Javascript, TypeScript;Bootstrap, React.js;Ninguna de las anteriores;Cypress, Jest
1648;1648;Linux, VMWare, Windows Server;Bash/Shell, HTML, Javascript, Perl, PHP, Python, SQL;Ninguno de los anteriores;Microsoft SQL Server, MySQL, PostgreSQL, SQLite;Ninguna de las anteriores
1649;1649;Amazon Web Services, Azure, Docker, Firebase, Google Cloud Platform, Linux, Microcontroladores, Windows Server;CSS, HTML, Java, Javascript, PHP, Python, SQL, Swift, TypeScript;Angular, Bootstrap, Cordova, Next.js;Amazon RDS/Aurora, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL;Ninguna de las anteriores
1650;1650;Docker, Firebase, Google Cloud Platform;HTML, Java, Javascript, PHP, SQL, Swift, TypeScript;Cordova, jQuery, Laravel, Node.js, React.js, SwiftUI, WordPress;MariaDB, MongoDB, MySQL;Jest
1651;1651;Docker, Google Cloud Platform;Bash/Shell, CSS, HTML, Javascript, PHP, SQL, TypeScript;Laravel, Next.js, Node.js, React.js;Google Cloud Storage, MongoDB, PostgreSQL, Redis;Jest, Postman
1652;1652;Ninguna de las anteriores;C++, PowerScript;PowerBuilder;Sybase;Postman
1653;1653;Azure, Docker, Kubernetes, Linux;.NET, C#, HTML, Java, Javascript, SQL;.NET Core, jQuery, Node.js, React.js, Spring;ElasticSearch, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, Oracle, PostgreSQL, Redis, SQLite;Ninguna de las anteriores
1654;1654;Amazon Web Services, Docker, Firebase, Google Cloud Platform, Kubernetes, Linux, VMWare;Bash/Shell, Groovy, PHP, Python;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1655;1655;Docker, Linux;Bash/Shell, Python, Ruby;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1656;1656;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Postman
1657;1657;Amazon Web Services;Python, SQL;Ninguno de los anteriores;Amazon DynamoDB, PostgreSQL;Postman, Selenium, Visual Studio Coded UI, Pytest
1658;1658;Ninguna de las anteriores;Swift;SwiftUI;Ninguna de las anteriores;Ninguna de las anteriores
1659;1659;Ninguna de las anteriores;SQL, Genexus;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
1660;1660;Ninguna de las anteriores;SQL, Genexus, visual fox pro;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1661;1661;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1662;1662;Ninguna de las anteriores;SQL;Ninguno de los anteriores;MySQL;Ninguna de las anteriores
1663;1663;Docker, Google Cloud Platform, Kubernetes, Linux, VMWare, Windows Server;Bash/Shell, Javascript, Python, SQL;Node.js, WordPress;ElasticSearch, MariaDB, MongoDB, MySQL, PostgreSQL, SQLite;Postman, Visual Studio Coded UI
1664;1664;Ninguna de las anteriores;Javascript, TypeScript;Node.js, React.js;PostgreSQL;Ninguna de las anteriores
1665;1665;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1666;1666;Azure, VMWare, Windows Server;PHP, Python, SQL;WordPress;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL;Ninguna de las anteriores
1667;1667;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1668;1668;Docker, Google Cloud Platform, Kubernetes, Linux;Bash/Shell, Groovy, Java, Python, SQL;Hadoop, Spark, TensorFlow;Cassandra, ElasticSearch, MongoDB, MySQL, PostgreSQL, Redis;Postman, Visual Studio Coded UI
1669;1669;Docker;.NET, Bash/Shell, C#, CSS, HTML, Javascript, Python, TypeScript;.NET Core, Node.js, React.js;Microsoft SQL Server, MongoDB;Cypress, Jest
1670;1670;Ninguna de las anteriores;CSS, HTML, Javascript, TypeScript;Node.js, React.js;Ninguna de las anteriores;Cypress, Jest, Postman, React Testing Library
1671;1671;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1672;1672;Linux, Windows Server;R, SQL;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
1673;1673;Amazon Web Services, Azure, Docker, Kubernetes, Linux;Python, Scala, TypeScript, NoSQL;Angular, Node.js;ElasticSearch;Jest
1674;1674;Ninguna de las anteriores;Javascript, PHP, Python;Laravel, Vue.js;MySQL;Ninguna de las anteriores
1675;1675;Azure;.NET, C#, Javascript;.NET Core, Angular;Microsoft SQL Server, Oracle;Postman
1676;1676;Ninguna de las anteriores;Python, SQL;PowerBI;Microsoft SQL Server;Ninguna de las anteriores
1677;1677;Amazon Web Services, Docker, Google Cloud Platform, Serverless;Go, SQL;Ninguno de los anteriores;MySQL, SQLite;Postman
1678;1678;Azure, Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1679;1679;Docker, Linux, VMWare;Bash/Shell, Python, SQL;Ninguno de los anteriores;MariaDB, MySQL, PostgreSQL;Ninguna de las anteriores
1680;1680;Azure;Bash/Shell;Ninguno de los anteriores;Microsoft Azure (Tables, CosmosDB, SQL, etc);Pester
1681;1681;AIX, Amazon Web Services, Azure, Docker, Google Cloud Platform, Linux, VMWare, Windows Server;Bash/Shell, Python;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1682;1682;Fury;Java, SQL;Hibernate, Spring;MySQL;JUnit
1683;1683;Docker, Google Cloud Platform, Kubernetes, Linux, Serverless, VMWare, Windows Server;Bash/Shell, PHP;Ninguno de los anteriores;Cassandra, Google Cloud Storage, MariaDB, Microsoft SQL Server, MySQL, PostgreSQL;jmeter
1684;1684;Azure;Javascript;Node.js;Microsoft SQL Server;Cucumber, Cypress, Postman
1685;1685;Azure, Linux;Bash/Shell, CSS, HTML, Javascript, PHP, Python, SQL;jQuery, Zend;Microsoft SQL Server, MySQL;Ninguna de las anteriores
1686;1686;Amazon Web Services, Docker, Linux, terraform;Bash/Shell;WordPress;MongoDB;Puppeteer
1687;1687;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1688;1688;Ninguna de las anteriores;Python, SQL;Ninguno de los anteriores;MongoDB;Selenium
1689;1689;Amazon Web Services, Docker, Kubernetes;Java, Javascript, SQL, TypeScript;Hibernate, Spring;Oracle;JUnit, Selenium
1690;1690;Linux;Bash/Shell, YAML;Hadoop;Apache Hive, PostgreSQL;Ninguna de las anteriores
1691;1691;Azure;Python, SQL;Ninguno de los anteriores;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, PostgreSQL;Ninguna de las anteriores
1692;1692;Docker;.NET, C#, CSS, Javascript, SQL, TypeScript;.NET Core, Angular, Bootstrap, Node.js;Microsoft SQL Server;Postman
1693;1693;Amazon Web Services, Azure, Kubernetes, Linux, Mainframe, OpenShift, Serverless, VMWare, Windows Server;Bash/Shell, Python, SQL;Ninguno de los anteriores;Amazon DynamoDB, Ninguna de las anteriores;Ninguna de las anteriores
1694;1694;Azure, Docker, Linux, Windows Server;Bash/Shell;Ninguno de los anteriores;ElasticSearch, Informix, SQL Server;Ninguna de las anteriores
1695;1695;Linux, Adobe Experience Manager;CSS, HTML, Javascript;Bootstrap, jQuery;Ninguna de las anteriores;Desconozco
1696;1696;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1697;1697;Amazon Web Services, Docker, Linux, OpenShift;Python;Spark, TensorFlow, Torch;Apache Hive, MongoDB, Oracle;Postman
1698;1698;Amazon Web Services, Docker, Kubernetes, Linux;Bash/Shell;Ninguno de los anteriores;Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, MongoDB, PostgreSQL, Redis;Ninguna de las anteriores
1699;1699;Workday;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1700;1700;Windows Server;.NET, C#, HTML, Javascript, SQL, TypeScript;.NET Core, Angular, Node.js;Microsoft SQL Server;Ninguna de las anteriores
1701;1701;Docker, Linux, OpenShift, Serverless;Bash/Shell, CSS, HTML, Java, Javascript, PHP, Python, SQL, TypeScript;Angular, Bootstrap, CodeIgniter, Hibernate, jQuery, Next.js, Node.js, React.js, Spring;MongoDB, MySQL, Oracle, PostgreSQL, SQLite;Cypress, JUnit, Postman, Puppeteer, Selenium
1702;1702;Unreal Engine 5;C++;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1703;1703;Docker, Kubernetes, Linux, VMWare;Python, SQL, Stata;TensorFlow, Scrapy;ElasticSearch, MySQL, PostgreSQL;Ninguna de las anteriores
1704;1704;Azure, SAP, VMWare, Windows Server;Bash/Shell;Ninguno de los anteriores;Oracle;Ninguna de las anteriores
1705;1705;Azure, Google Cloud Platform, Linux, VMWare, Windows Server;Bash/Shell;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1706;1706;Amazon Web Services, Docker, Linux, Mainframe, VMWare;Bash/Shell, Java, Javascript;Hibernate, Spring;ElasticSearch, Microsoft SQL Server, MongoDB, MySQL, Redis;JUnit, Postman, SoapUI
1707;1707;Amazon Web Services, Docker, Kubernetes, Linux, Windows Server;Bash/Shell, Python;Ninguno de los anteriores;Amazon RDS/Aurora, ElasticSearch, Redis;Ninguna de las anteriores
1708;1708;Azure, Google Cloud Platform, Kubernetes, Windows Server;HTML, VBA;Ninguno de los anteriores;MySQL, Oracle, PostgreSQL, ProxySQL, Redis;Ninguna de las anteriores
1709;1709;Docker, Google Cloud Platform, Linux;Bash/Shell, HTML, Python, SQL;Hadoop, Spark;Google Cloud Storage, Google BigQuery;Ninguna de las anteriores
1710;1710;Amazon Web Services, Docker, Firebase, Serverless;Go, HTML, Javascript, Solidity, TypeScript;Angular;Amazon DynamoDB;Postman
1711;1711;Amazon Web Services, Azure, Linux, Serverless, VMWare;Bash/Shell, Go, PHP, Python;Ninguno de los anteriores;Amazon RDS/Aurora, Cassandra, ElasticSearch, MariaDB, MongoDB, MySQL, Redis;Ninguna de las anteriores
1712;1712;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1713;1713;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1714;1714;Amazon Web Services, OpenStack;Terraform;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1715;1715;Amazon Web Services, Azure, Google Cloud Platform, Linux, SAP, Windows Server;Bash/Shell, Javascript, Python, SQL;Node.js, React.js, Spark;Google Cloud Storage, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server;Visual Studio Coded UI
1716;1716;Docker, Kubernetes, Linux, OpenStack;PHP, Python;Ninguno de los anteriores;MariaDB, Oracle;SoapUI
1717;1717;Amazon Web Services, Azure, Docker, Linux;.NET, Groovy, Javascript;.NET Core, Angular;Microsoft SQL Server;Katalon
1718;1718;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1719;1719;Windows Server;.NET, C#, SQL;.NET Core, Angular;Microsoft SQL Server, Oracle;TFS
1720;1720;Ninguna de las anteriores;CSS, HTML, Javascript, TypeScript;Angular, Bootstrap, React.js, WordPress;Ninguna de las anteriores;Jest, Karma, Postman
1721;1721;Ninguna de las anteriores, Fortinet;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1722;1722;Windows Server;.NET, C#, SQL, VBA;.NET Core;Microsoft SQL Server, Oracle;Postman, SoapUI
1723;1723;Docker, Kubernetes, Linux;Python;FastAPI;MySQL, Redis;Ninguna de las anteriores
1724;1724;Amazon Web Services, Azure;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1725;1725;Amazon Web Services, Docker, Firebase, Kubernetes;C#, Java, Javascript, PHP, Ruby;.NET Core, Rails, Symfony;Amazon RDS/Aurora, MariaDB, MySQL, PostgreSQL;RSpec
1726;1726;Amazon Web Services, Azure, Linux, SAP, Windows Server;ABAP;SAP;HANA, Microsoft SQL Server, Sybase;Ninguna de las anteriores
1727;1727;Docker, IBM Cloud / Watson, Kubernetes, Linux;Java, Javascript;Node.js, Spring;Oracle, Redis, Cloudant;Postman, SoapUI
1728;1728;Google Cloud Platform;SQL;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores
1729;1729;Amazon Web Services, Docker, Linux, Serverless;Bash/Shell, CSS, HTML, Javascript, SQL, TypeScript;Bootstrap, Next.js, Node.js, React.js, Deno;MariaDB, MongoDB, MySQL, Redis, SQLite;Jest, Puppeteer
1730;1730;Docker, Linux;Bash/Shell, CSS, HTML, Javascript, PHP, SQL, TypeScript;Laravel, Vue.js;MySQL;Jest, PHPUnit
1731;1731;Azure, Docker, Google Cloud Platform;Java, TypeScript;Angular, Spring;MySQL;Postman
1732;1732;Azure, Firebase, Google Cloud Platform, Windows Server;.NET, C#, CSS, HTML, Javascript, SQL, TypeScript;.NET Core, Angular, Bootstrap, jQuery, Next.js, Node.js, React.js;Google Cloud Storage, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, Oracle, PostgreSQL, SQLite;Ninguna de las anteriores
1733;1733;Linux, SAP;Bash/Shell, CSS, HTML, Javascript, PHP, Python, TypeScript;Bootstrap, Django, jQuery, Laravel, Node.js, SAP, WordPress, symfony;MariaDB, MySQL, PostgreSQL;Cypress, PHPUnit
1734;1734;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1735;1735;Azure;.NET, C#, Javascript;.NET Core, Node.js, React.js;Ninguna de las anteriores;Ninguna de las anteriores
1736;1736;Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, OpenStack;Python;Drupal;Amazon Redshift, MongoDB;Ninguna de las anteriores
1737;1737;Azure, Windows Server, Office 365;.NET, Bash/Shell, C#, CSS, HTML, Javascript, TypeScript;.NET Core, Bootstrap, jQuery, Node.js, React.js;Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server;Ninguna de las anteriores
1738;1738;Amazon Web Services, Docker, Heroku, Kubernetes;Bash/Shell, Java, Javascript, SQL, TypeScript;jQuery, Node.js;Ninguna de las anteriores;Cucumber, Jest, JUnit, Mocha, Postman, Selenium, WDIO
1739;1739;Qlikview qliksense informix;SQL;Ninguno de los anteriores;Informix, PostgreSQL;Ninguna de las anteriores
1740;1740;Azure, Windows Server;.NET, C#, CSS, HTML, Javascript, SQL, TypeScript;.NET Core, Bootstrap;Microsoft SQL Server;Postman, Xunit
1741;1741;Amazon Web Services, Google Cloud Platform;CSS, HTML, Javascript, Python;Bootstrap, Flask, jQuery, WordPress;Ninguna de las anteriores;Ninguna de las anteriores
1742;1742;Azure, Docker, Windows Server;.NET, C#, CSS, HTML, Javascript, Kotlin, SQL, TypeScript;.NET Core, Angular, Bootstrap, React.js;Microsoft SQL Server, Oracle;Ninguna de las anteriores
1743;1743;Ninguna de las anteriores;Java;Ninguno de los anteriores;PostgreSQL;JUnit
1744;1744;Amazon Web Services, Docker, Kubernetes;Go, Javascript;React.js;Amazon DynamoDB;Jest
1745;1745;;;;;
1746;1746;Amazon Web Services, Kubernetes, Linux;Bash/Shell, Python, SQL;Ninguno de los anteriores;Cassandra, Oracle;JUnit
1747;1747;Docker, Linux;Python;FastAPI;MongoDB;Ninguna de las anteriores
1748;1748;Amazon Web Services, Firebase, Linux;CSS, Dart, HTML, Java, Javascript, SQL, TypeScript;Flutter, Hibernate, Node.js, React.js, Spring;Amazon RDS/Aurora, PostgreSQL, Redis;JUnit, Mocha, Postman, Puppeteer
1749;1749;Amazon Web Services, Docker, Linux;Bash/Shell, Python;Django;PostgreSQL;Pytest
1750;1750;Amazon Web Services, Serverless;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores
1751;1751;Amazon Web Services, Docker, Firebase, Heroku, Linux;Bash/Shell, HTML, Javascript, R, TypeScript;Angular, Node.js, React.js;MongoDB, Redis;Cypress, Jest, Mocha
1752;1752;Amazon Web Services, Azure, Docker, Firebase, Google Cloud Platform, Heroku, Linux, Serverless;Bash/Shell, CSS, HTML, Javascript, Python, SQL, TypeScript;Angular, Django, Hadoop, Node.js;Amazon RDS/Aurora, Google Cloud Storage, PostgreSQL, Redis;Karma, Mocha, Postman, Playwright
