ID_Guardia;ID_Encuestado;ID_Trabajo;Posee Guardias;Remuneracion;Porcentaje (bruto o neto)
309;1017;1017;;;
309;1018;1018;;;
310;1019;1019;S’?, pasiva;0;Porcentaje de mi sueldo bruto
311;1020;1020;No;0;Porcentaje de mi sueldo bruto
311;1021;1021;;;
311;1022;1022;;;
311;1023;1023;;;
311;1024;1024;;;
312;1025;1025;S’?, pasiva;130;Porcentaje de mi sueldo bruto
313;1026;1026;S’?, pasiva;0;Porcentaje de mi sueldo bruto
314;1027;1027;S’?, pasiva;0;Porcentaje de mi sueldo bruto
315;1028;1028;No;0;Porcentaje de mi sueldo bruto
315;1029;1029;;;
316;1030;1030;No;0;Porcentaje de mi sueldo bruto
316;1031;1031;;;
316;1032;1032;;;
317;1033;1033;No;0;Porcentaje de mi sueldo bruto
318;1034;1034;S’?, pasiva;200000;Porcentaje de mi sueldo bruto
318;1035;1035;;;
318;1036;1036;;;
318;1037;1037;;;
319;1038;1038;No;0;Neto
320;1039;1039;No;0;Porcentaje de mi sueldo bruto
320;1040;1040;;;
320;1041;1041;;;
321;1042;1042;S’?, pasiva;0;Porcentaje de mi sueldo bruto
322;1043;1043;No;0;Porcentaje de mi sueldo bruto
323;1044;1044;No;0;Porcentaje de mi sueldo bruto
324;1045;1045;S’?, pasiva;0;Porcentaje de mi sueldo bruto
324;1046;1046;;;
324;1047;1047;;;
324;1048;1048;;;
324;1049;1049;;;
325;1050;1050;No;0;Porcentaje de mi sueldo bruto
325;1051;1051;;;
326;1052;1052;No;0;Porcentaje de mi sueldo bruto
326;1053;1053;;;
327;1054;1054;No;0;Porcentaje de mi sueldo bruto
327;1055;1055;;;
328;1056;1056;S’?, pasiva;0;Bruto
328;1057;1057;;;
328;1058;1058;;;
329;1059;1059;No;0;Porcentaje de mi sueldo bruto
329;1060;1060;;;
329;1061;1061;;;
329;1062;1062;;;
329;1063;1063;;;
329;1064;1064;;;
329;1065;1065;;;
329;1066;1066;;;
329;1067;1067;;;
329;1068;1068;;;
329;1069;1069;;;
329;1070;1070;;;
329;1071;1071;;;
330;1072;1072;S’?, pasiva;500000;Porcentaje de mi sueldo bruto
330;1073;1073;;;
330;1074;1074;;;
330;1075;1075;;;
330;1076;1076;;;
330;1077;1077;;;
331;1078;1078;No;0;Porcentaje de mi sueldo bruto
331;1079;1079;;;
331;1080;1080;;;
331;1081;1081;;;
331;1082;1082;;;
331;1083;1083;;;
331;1084;1084;;;
332;1085;1085;No;0;Porcentaje de mi sueldo bruto
332;1086;1086;;;
332;1087;1087;;;
332;1088;1088;;;
332;1089;1089;;;
332;1090;1090;;;
332;1091;1091;;;
332;1092;1092;;;
332;1093;1093;;;
332;1094;1094;;;
333;1095;1095;S’?, pasiva;0;Porcentaje de mi sueldo bruto
333;1096;1096;;;
333;1097;1097;;;
333;1098;1098;;;
333;1099;1099;;;
334;1100;1100;No;0;Neto
334;1101;1101;;;
334;1102;1102;;;
334;1103;1103;;;
334;1104;1104;;;
334;1105;1105;;;
335;1106;1106;No;0;Porcentaje de mi sueldo bruto
335;1107;1107;;;
335;1108;1108;;;
335;1109;1109;;;
336;1110;1110;No;0;Bruto
337;1111;1111;S’?, pasiva;50;Porcentaje de mi sueldo bruto
337;1112;1112;;;
338;1113;1113;No;0;Porcentaje de mi sueldo bruto
339;1114;1114;No;0;Porcentaje de mi sueldo bruto
339;1115;1115;;;
340;1116;1116;No;0;Porcentaje de mi sueldo bruto
340;1117;1117;;;
340;1118;1118;;;
340;1119;1119;;;
340;1120;1120;;;
341;1121;1121;No;0;Porcentaje de mi sueldo bruto
341;1122;1122;;;
341;1123;1123;;;
341;1124;1124;;;
341;1125;1125;;;
341;1126;1126;;;
342;1127;1127;No;0;Porcentaje de mi sueldo bruto
342;1128;1128;;;
342;1129;1129;;;
343;1130;1130;No;15;Porcentaje de mi sueldo bruto
343;1131;1131;;;
343;1132;1132;;;
343;1133;1133;;;
343;1134;1134;;;
343;1135;1135;;;
343;1136;1136;;;
343;1137;1137;;;
343;1138;1138;;;
343;1139;1139;;;
344;1140;1140;S’?, pasiva;0;Porcentaje de mi sueldo bruto
344;1141;1141;;;
344;1142;1142;;;
344;1143;1143;;;
344;1144;1144;;;
344;1145;1145;;;
344;1146;1146;;;
345;1147;1147;S’?, pasiva;0;Porcentaje de mi sueldo bruto
345;1148;1148;;;
346;1149;1149;No;0;Porcentaje de mi sueldo bruto
347;1150;1150;S’?, pasiva;150000;Bruto
348;1151;1151;No;0;Porcentaje de mi sueldo bruto
348;1152;1152;;;
349;1153;1153;No;0;Porcentaje de mi sueldo bruto
349;1154;1154;;;
350;1155;1155;S’?, pasiva;970000;Bruto
351;1156;1156;No;0;Neto
351;1157;1157;;;
351;1158;1158;;;
352;1159;1159;S’?, pasiva;0;Porcentaje de mi sueldo bruto
352;1160;1160;;;
352;1161;1161;;;
352;1162;1162;;;
352;1163;1163;;;
352;1164;1164;;;
352;1165;1165;;;
352;1166;1166;;;
352;1167;1167;;;
353;1168;1168;S’?, pasiva;700000;Bruto
353;1169;1169;;;
354;1170;1170;No;0;Porcentaje de mi sueldo bruto
354;1171;1171;;;
354;1172;1172;;;
354;1173;1173;;;
354;1174;1174;;;
355;1175;1175;No;0;Neto
355;1176;1176;;;
355;1177;1177;;;
355;1178;1178;;;
356;1179;1179;S’?, pasiva;5000;Porcentaje de mi sueldo bruto
356;1180;1180;;;
357;1181;1181;S’?, pasiva;0;Porcentaje de mi sueldo bruto
358;1182;1182;S’?, pasiva;0;Porcentaje de mi sueldo bruto
358;1183;1183;;;
359;1184;1184;No;0;Porcentaje de mi sueldo bruto
360;1185;1185;S’?, pasiva;0;Porcentaje de mi sueldo bruto
360;1186;1186;;;
360;1187;1187;;;
360;1188;1188;;;
361;1189;1189;S’?, pasiva;1000000;Bruto
361;1190;1190;;;
362;1191;1191;No;0;Porcentaje de mi sueldo bruto
362;1192;1192;;;
362;1193;1193;;;
362;1194;1194;;;
363;1195;1195;No;0;Bruto
363;1196;1196;;;
363;1197;1197;;;
363;1198;1198;;;
363;1199;1199;;;
363;1200;1200;;;
363;1201;1201;;;
364;1202;1202;S’?, pasiva;0;Bruto
365;1203;1203;No;0;Bruto
366;1204;1204;No;0;Porcentaje de mi sueldo bruto
367;1205;1205;No;0;Porcentaje de mi sueldo bruto
368;1206;1206;No;0;Porcentaje de mi sueldo bruto
369;1207;1207;S’?, pasiva;0;Bruto
369;1208;1208;;;
369;1209;1209;;;
369;1210;1210;;;
369;1211;1211;;;
369;1212;1212;;;
370;1213;1213;S’?, pasiva;0;Porcentaje de mi sueldo bruto
370;1214;1214;;;
370;1215;1215;;;
370;1216;1216;;;
370;1217;1217;;;
370;1218;1218;;;
371;1219;1219;S’?, pasiva;0;Bruto
371;1220;1220;;;
371;1221;1221;;;
371;1222;1222;;;
371;1223;1223;;;
371;1224;1224;;;
372;1225;1225;No;0;Porcentaje de mi sueldo bruto
372;1226;1226;;;
372;1227;1227;;;
372;1228;1228;;;
373;1229;1229;S’?, pasiva;0;Porcentaje de mi sueldo bruto
373;1230;1230;;;
373;1231;1231;;;
374;1232;1232;S’?, pasiva;70000;Neto
374;1233;1233;;;
374;1234;1234;;;
374;1235;1235;;;
374;1236;1236;;;
374;1237;1237;;;
374;1238;1238;;;
374;1239;1239;;;
375;1240;1240;No;0;Bruto
376;1241;1241;No;0;Porcentaje de mi sueldo bruto
377;1242;1242;No;0;Neto
378;1243;1243;No;0;Porcentaje de mi sueldo bruto
378;1244;1244;;;
378;1245;1245;;;
378;1246;1246;;;
379;1247;1247;No;0;Neto
380;1248;1248;No;0;Neto
381;1249;1249;S’?, pasiva;800000;Porcentaje de mi sueldo bruto
381;1250;1250;;;
381;1251;1251;;;
381;1252;1252;;;
381;1253;1253;;;
381;1254;1254;;;
381;1255;1255;;;
381;1256;1256;;;
381;1257;1257;;;
381;1258;1258;;;
382;1259;1259;No;0;Bruto
383;1260;1260;No;0;Neto
383;1261;1261;;;
383;1262;1262;;;
384;1263;1263;No;0;Porcentaje de mi sueldo bruto
385;1264;1264;No;0;Porcentaje de mi sueldo bruto
385;1265;1265;;;
385;1266;1266;;;
385;1267;1267;;;
386;1268;1268;No;0;Porcentaje de mi sueldo bruto
386;1269;1269;;;
386;1270;1270;;;
386;1271;1271;;;
386;1272;1272;;;
387;1273;1273;No;0;Neto
387;1274;1274;;;
388;1275;1275;No;0;Porcentaje de mi sueldo bruto
388;1276;1276;;;
388;1277;1277;;;
389;1278;1278;No;0;Porcentaje de mi sueldo bruto
389;1279;1279;;;
389;1280;1280;;;
389;1281;1281;;;
389;1282;1282;;;
389;1283;1283;;;
389;1284;1284;;;
390;1285;1285;S’?, activa;2000;Porcentaje de mi sueldo bruto
390;1286;1286;;;
390;1287;1287;;;
390;1288;1288;;;
390;1289;1289;;;
390;1290;1290;;;
390;1291;1291;;;
391;1292;1292;No;0;Porcentaje de mi sueldo bruto
392;1293;1293;S’?, pasiva;0;Porcentaje de mi sueldo bruto
393;1294;1294;No;0;Porcentaje de mi sueldo bruto
393;1295;1295;;;
393;1296;1296;;;
393;1297;1297;;;
394;1298;1298;No;0;Bruto
394;1299;1299;;;
395;1300;1300;S’?, activa;0;Neto
395;1301;1301;;;
395;1302;1302;;;
395;1303;1303;;;
395;1304;1304;;;
395;1305;1305;;;
395;1306;1306;;;
395;1307;1307;;;
396;1308;1308;No;0;Porcentaje de mi sueldo bruto
396;1309;1309;;;
397;1310;1310;No;0;Neto
397;1311;1311;;;
397;1312;1312;;;
398;1313;1313;No;0;Porcentaje de mi sueldo bruto
399;1314;1314;S’?, pasiva;200000;Porcentaje de mi sueldo bruto
399;1315;1315;;;
399;1316;1316;;;
400;1317;1317;S’?, pasiva;0;Porcentaje de mi sueldo bruto
401;1318;1318;No;0;Porcentaje de mi sueldo bruto
401;1319;1319;;;
401;1320;1320;;;
401;1321;1321;;;
402;1322;1322;S’?, pasiva;0;Neto
402;1323;1323;;;
402;1324;1324;;;
402;1325;1325;;;
402;1326;1326;;;
402;1327;1327;;;
403;1328;1328;No;0;Porcentaje de mi sueldo bruto
403;1329;1329;;;
403;1330;1330;;;
403;1331;1331;;;
403;1332;1332;;;
403;1333;1333;;;
404;1334;1334;No;0;Porcentaje de mi sueldo bruto
405;1335;1335;S’?, activa;250000;Bruto
405;1336;1336;;;
405;1337;1337;;;
406;1338;1338;No;0;Neto
406;1339;1339;;;
407;1340;1340;No;0;Porcentaje de mi sueldo bruto
408;1341;1341;S’?, activa;0;Porcentaje de mi sueldo bruto
408;1342;1342;;;
408;1343;1343;;;
409;1344;1344;No;0;Porcentaje de mi sueldo bruto
409;1345;1345;;;
409;1346;1346;;;
409;1347;1347;;;
409;1348;1348;;;
409;1349;1349;;;
409;1350;1350;;;
409;1351;1351;;;
410;1352;1352;S’?, pasiva;0;Porcentaje de mi sueldo bruto
410;1353;1353;;;
410;1354;1354;;;
410;1355;1355;;;
411;1356;1356;No;0;Porcentaje de mi sueldo bruto
412;1357;1357;No;0;Porcentaje de mi sueldo bruto
413;1358;1358;S’?, pasiva;200;Porcentaje de mi sueldo bruto
413;1359;1359;;;
413;1360;1360;;;
413;1361;1361;;;
413;1362;1362;;;
413;1363;1363;;;
413;1364;1364;;;
414;1365;1365;S’?, pasiva;0;Porcentaje de mi sueldo bruto
415;1366;1366;No;0;Bruto
415;1367;1367;;;
415;1368;1368;;;
415;1369;1369;;;
415;1370;1370;;;
416;1371;1371;No;0;Neto
417;1372;1372;S’?, activa;300000;Neto
417;1373;1373;;;
417;1374;1374;;;
418;1375;1375;No;0;Porcentaje de mi sueldo bruto
419;1376;1376;No;0;Porcentaje de mi sueldo bruto
420;1377;1377;S’?, pasiva;150000;Neto
420;1378;1378;;;
421;1379;1379;No;0;Porcentaje de mi sueldo bruto
422;1380;1380;S’?, pasiva;0;Porcentaje de mi sueldo bruto
422;1381;1381;;;
422;1382;1382;;;
423;1383;1383;No;0;Porcentaje de mi sueldo bruto
423;1384;1384;;;
424;1385;1385;S’?, pasiva;0;Porcentaje de mi sueldo bruto
425;1386;1386;No;0;Neto
425;1387;1387;;;
425;1388;1388;;;
425;1389;1389;;;
426;1390;1390;S’?, pasiva;0;Porcentaje de mi sueldo bruto
426;1391;1391;;;
426;1392;1392;;;
427;1393;1393;No;0;Porcentaje de mi sueldo bruto
427;1394;1394;;;
427;1395;1395;;;
428;1396;1396;No;0;Porcentaje de mi sueldo bruto
429;1397;1397;S’?, pasiva;400000;Bruto
430;1398;1398;S’?, pasiva;1800000;Bruto
430;1399;1399;;;
430;1400;1400;;;
430;1401;1401;;;
431;1402;1402;S’?, pasiva;0;Neto
431;1403;1403;;;
432;1404;1404;No;0;Porcentaje de mi sueldo bruto
433;1405;1405;S’?, pasiva;0;Porcentaje de mi sueldo bruto
433;1406;1406;;;
433;1407;1407;;;
433;1408;1408;;;
434;1409;1409;S’?, activa;0;Neto
434;1410;1410;;;
434;1411;1411;;;
434;1412;1412;;;
434;1413;1413;;;
434;1414;1414;;;
434;1415;1415;;;
435;1416;1416;S’?, pasiva;0;Porcentaje de mi sueldo bruto
435;1417;1417;;;
435;1418;1418;;;
435;1419;1419;;;
435;1420;1420;;;
435;1421;1421;;;
436;1422;1422;No;0;Neto
436;1423;1423;;;
436;1424;1424;;;
437;1425;1425;No;0;Porcentaje de mi sueldo bruto
438;1426;1426;No;0;Bruto
439;1427;1427;No;0;Neto
439;1428;1428;;;
439;1429;1429;;;
440;1430;1430;S’?, pasiva;0;Neto
440;1431;1431;;;
440;1432;1432;;;
440;1433;1433;;;
440;1434;1434;;;
440;1435;1435;;;
441;1436;1436;No;0;Porcentaje de mi sueldo bruto
441;1437;1437;;;
441;1438;1438;;;
442;1439;1439;S’?, pasiva;0;Neto
442;1440;1440;;;
442;1441;1441;;;
442;1442;1442;;;
443;1443;1443;No;0;Porcentaje de mi sueldo bruto
443;1444;1444;;;
443;1445;1445;;;
443;1446;1446;;;
443;1447;1447;;;
443;1448;1448;;;
444;1449;1449;No;0;Porcentaje de mi sueldo bruto
445;1450;1450;S’?, activa;0;Porcentaje de mi sueldo bruto
445;1451;1451;;;
445;1452;1452;;;
446;1453;1453;No;0;Porcentaje de mi sueldo bruto
447;1454;1454;No;0;Porcentaje de mi sueldo bruto
448;1455;1455;S’?, pasiva;0;Neto
448;1456;1456;;;
448;1457;1457;;;
449;1458;1458;No;0;Neto
449;1459;1459;;;
450;1460;1460;No;0;Porcentaje de mi sueldo bruto
450;1461;1461;;;
450;1462;1462;;;
451;1463;1463;No;0;Porcentaje de mi sueldo bruto
451;1464;1464;;;
451;1465;1465;;;
451;1466;1466;;;
452;1467;1467;S’?, pasiva;0;Porcentaje de mi sueldo bruto
452;1468;1468;;;
453;1469;1469;S’?, pasiva;0;Neto
453;1470;1470;;;
453;1471;1471;;;
454;1472;1472;S’?, pasiva;0;Porcentaje de mi sueldo bruto
454;1473;1473;;;
454;1474;1474;;;
455;1475;1475;No;0;Neto
455;1476;1476;;;
455;1477;1477;;;
455;1478;1478;;;
456;1479;1479;No;0;Neto
456;1480;1480;;;
456;1481;1481;;;
456;1482;1482;;;
456;1483;1483;;;
456;1484;1484;;;
457;1485;1485;S’?, pasiva;5;Porcentaje de mi sueldo bruto
457;1486;1486;;;
457;1487;1487;;;
457;1488;1488;;;
457;1489;1489;;;
457;1490;1490;;;
458;1491;1491;No;0;Porcentaje de mi sueldo bruto
458;1492;1492;;;
458;1493;1493;;;
458;1494;1494;;;
459;1495;1495;No;0;Porcentaje de mi sueldo bruto
459;1496;1496;;;
460;1497;1497;No;0;Porcentaje de mi sueldo bruto
461;1498;1498;S’?, pasiva;0;Porcentaje de mi sueldo bruto
462;1499;1499;No;0;Porcentaje de mi sueldo bruto
462;1500;1500;;;
462;1501;1501;;;
462;1502;1502;;;
462;1503;1503;;;
463;1504;1504;S’?, pasiva;300000;Porcentaje de mi sueldo bruto
463;1505;1505;;;
463;1506;1506;;;
463;1507;1507;;;
463;1508;1508;;;
464;1509;1509;No;0;Neto
464;1510;1510;;;
465;1511;1511;No;0;Neto
465;1512;1512;;;
466;1513;1513;No;0;Porcentaje de mi sueldo bruto
466;1514;1514;;;
466;1515;1515;;;
467;1516;1516;No;0;Porcentaje de mi sueldo bruto
467;1517;1517;;;
468;1518;1518;S’?, pasiva;0;Porcentaje de mi sueldo bruto
469;1519;1519;No;0;Porcentaje de mi sueldo bruto
469;1520;1520;;;
469;1521;1521;;;
469;1522;1522;;;
469;1523;1523;;;
469;1524;1524;;;
470;1525;1525;No;0;Porcentaje de mi sueldo bruto
470;1526;1526;;;
470;1527;1527;;;
470;1528;1528;;;
471;1529;1529;No;0;Porcentaje de mi sueldo bruto
471;1530;1530;;;
471;1531;1531;;;
471;1532;1532;;;
472;1533;1533;No;0;Porcentaje de mi sueldo bruto
472;1534;1534;;;
472;1535;1535;;;
472;1536;1536;;;
473;1537;1537;S’?, pasiva;20000;Bruto
473;1538;1538;;;
473;1539;1539;;;
473;1540;1540;;;
473;1541;1541;;;
473;1542;1542;;;
473;1543;1543;;;
473;1544;1544;;;
473;1545;1545;;;
473;1546;1546;;;
474;1547;1547;No;0;Porcentaje de mi sueldo bruto
474;1548;1548;;;
474;1549;1549;;;
474;1550;1550;;;
475;1551;1551;No;0;Porcentaje de mi sueldo bruto
475;1552;1552;;;
475;1553;1553;;;
475;1554;1554;;;
476;1555;1555;No;0;Neto
476;1556;1556;;;
476;1557;1557;;;
476;1558;1558;;;
476;1559;1559;;;
477;1560;1560;No;0;Neto
477;1561;1561;;;
478;1562;1562;No;0;Porcentaje de mi sueldo bruto
478;1563;1563;;;
479;1564;1564;S’?, pasiva;0;Neto
480;1565;1565;No;0;Porcentaje de mi sueldo bruto
480;1566;1566;;;
481;1567;1567;No;0;Porcentaje de mi sueldo bruto
481;1568;1568;;;
481;1569;1569;;;
481;1570;1570;;;
481;1571;1571;;;
481;1572;1572;;;
481;1573;1573;;;
482;1574;1574;No;0;Porcentaje de mi sueldo bruto
482;1575;1575;;;
482;1576;1576;;;
482;1577;1577;;;
482;1578;1578;;;
483;1579;1579;No;0;Porcentaje de mi sueldo bruto
484;1580;1580;No;0;Porcentaje de mi sueldo bruto
484;1581;1581;;;
484;1582;1582;;;
484;1583;1583;;;
484;1584;1584;;;
484;1585;1585;;;
484;1586;1586;;;
484;1587;1587;;;
484;1588;1588;;;
484;1589;1589;;;
484;1590;1590;;;
484;1591;1591;;;
484;1592;1592;;;
485;1593;1593;S’?, activa;0;Neto
486;1594;1594;S’?, pasiva;0;Porcentaje de mi sueldo bruto
487;1595;1595;No;0;Porcentaje de mi sueldo bruto
487;1596;1596;;;
487;1597;1597;;;
487;1598;1598;;;
487;1599;1599;;;
487;1600;1600;;;
487;1601;1601;;;
487;1602;1602;;;
487;1603;1603;;;
487;1604;1604;;;
487;1605;1605;;;
487;1606;1606;;;
488;1607;1607;S’?, pasiva;0;Porcentaje de mi sueldo bruto
488;1608;1608;;;
488;1609;1609;;;
488;1610;1610;;;
489;1611;1611;No;0;Neto
490;1612;1612;No;0;Porcentaje de mi sueldo bruto
490;1613;1613;;;
490;1614;1614;;;
490;1615;1615;;;
491;1616;1616;No;0;Porcentaje de mi sueldo bruto
491;1617;1617;;;
491;1618;1618;;;
491;1619;1619;;;
492;1620;1620;No;0;Porcentaje de mi sueldo bruto
492;1621;1621;;;
493;1622;1622;S’?, pasiva;0;Bruto
494;1623;1623;No;0;Porcentaje de mi sueldo bruto
494;1624;1624;;;
494;1625;1625;;;
495;1626;1626;No;0;Bruto
495;1627;1627;;;
495;1628;1628;;;
495;1629;1629;;;
495;1630;1630;;;
496;1631;1631;No;0;Porcentaje de mi sueldo bruto
496;1632;1632;;;
497;1633;1633;No;0;Porcentaje de mi sueldo bruto
498;1634;1634;S’?, pasiva;0;Porcentaje de mi sueldo bruto
498;1635;1635;;;
499;1636;1636;S’?, pasiva;0;Neto
500;1637;1637;No;0;Neto
500;1638;1638;;;
500;1639;1639;;;
500;1640;1640;;;
501;1641;1641;No;0;Porcentaje de mi sueldo bruto
502;1642;1642;No;0;Porcentaje de mi sueldo bruto
502;1643;1643;;;
502;1644;1644;;;
502;1645;1645;;;
502;1646;1646;;;
502;1647;1647;;;
503;1648;1648;No;0;Porcentaje de mi sueldo bruto
504;1649;1649;S’?, pasiva;40000;Neto
504;1650;1650;;;
504;1651;1651;;;
505;1652;1652;No;0;Neto
505;1653;1653;;;
505;1654;1654;;;
506;1655;1655;No;0;Porcentaje de mi sueldo bruto
507;1656;1656;No;0;Porcentaje de mi sueldo bruto
507;1657;1657;;;
507;1658;1658;;;
507;1659;1659;;;
508;1660;1660;No;0;Porcentaje de mi sueldo bruto
508;1661;1661;;;
508;1662;1662;;;
508;1663;1663;;;
508;1664;1664;;;
508;1665;1665;;;
509;1666;1666;No;0;Porcentaje de mi sueldo bruto
510;1667;1667;S’?, activa;40000;Bruto
511;1668;1668;S’?, activa;0;Porcentaje de mi sueldo bruto
512;1669;1669;S’?, activa;0;Porcentaje de mi sueldo bruto
512;1670;1670;;;
512;1671;1671;;;
513;1672;1672;S’?, pasiva;0;Neto
513;1673;1673;;;
513;1674;1674;;;
513;1675;1675;;;
514;1676;1676;No;0;Porcentaje de mi sueldo bruto
514;1677;1677;;;
514;1678;1678;;;
514;1679;1679;;;
514;1680;1680;;;
514;1681;1681;;;
515;1682;1682;S’?, pasiva;0;Porcentaje de mi sueldo bruto
515;1683;1683;;;
515;1684;1684;;;
515;1685;1685;;;
515;1686;1686;;;
515;1687;1687;;;
515;1688;1688;;;
515;1689;1689;;;
515;1690;1690;;;
516;1691;1691;No;0;Bruto
516;1692;1692;;;
517;1693;1693;S’?, pasiva;0;Porcentaje de mi sueldo bruto
517;1694;1694;;;
518;1695;1695;No;0;Neto
518;1696;1696;;;
519;1697;1697;S’?, pasiva;500000;Neto
520;1698;1698;No;0;Porcentaje de mi sueldo bruto
521;1699;1699;No;0;Porcentaje de mi sueldo bruto
522;1700;1700;S’?, pasiva;0;Neto
522;1701;1701;;;
522;1702;1702;;;
522;1703;1703;;;
522;1704;1704;;;
523;1705;1705;No;0;Porcentaje de mi sueldo bruto
524;1706;1706;No;0;Porcentaje de mi sueldo bruto
525;1707;1707;No;0;Neto
525;1708;1708;;;
525;1709;1709;;;
525;1710;1710;;;
525;1711;1711;;;
525;1712;1712;;;
525;1713;1713;;;
525;1714;1714;;;
525;1715;1715;;;
526;1716;1716;No;0;Porcentaje de mi sueldo bruto
526;1717;1717;;;
526;1718;1718;;;
526;1719;1719;;;
526;1720;1720;;;
526;1721;1721;;;
526;1722;1722;;;
526;1723;1723;;;
526;1724;1724;;;
526;1725;1725;;;
526;1726;1726;;;
526;1727;1727;;;
527;1728;1728;No;0;Porcentaje de mi sueldo bruto
527;1729;1729;;;
527;1730;1730;;;
527;1731;1731;;;
527;1732;1732;;;
527;1733;1733;;;
528;1734;1734;No;0;Porcentaje de mi sueldo bruto
529;1735;1735;S’?, pasiva;0;Porcentaje de mi sueldo bruto
529;1736;1736;;;
529;1737;1737;;;
529;1738;1738;;;
530;1739;1739;S’?, pasiva;0;Porcentaje de mi sueldo bruto
531;1740;1740;S’?, activa;0;Porcentaje de mi sueldo bruto
531;1741;1741;;;
532;1742;1742;No;0;Porcentaje de mi sueldo bruto
533;1743;1743;No;0;Porcentaje de mi sueldo bruto
534;1744;1744;S’?, pasiva;1000;Neto
534;1745;1745;;;
534;1746;1746;;;
534;1747;1747;;;
534;1748;1748;;;
535;1749;1749;No;0;Porcentaje de mi sueldo bruto
535;1750;1750;;;
536;1751;1751;No;0;Porcentaje de mi sueldo bruto
537;1752;1752;No;0;Porcentaje de mi sueldo bruto
537;1753;1753;;;
537;1754;1754;;;
538;1755;1755;S’?, pasiva;0;Neto
538;1756;1756;;;
538;1757;1757;;;
538;1758;1758;;;
538;1759;1759;;;
539;1760;1760;S’?, pasiva;500000;Neto
540;1761;1761;No;0;Porcentaje de mi sueldo bruto
541;1762;1762;S’?, pasiva;1000000;Bruto
542;1763;1763;No;0;Bruto
543;1764;1764;S’?, activa;0;Porcentaje de mi sueldo bruto
544;1765;1765;S’?, activa;125;Neto
545;1766;1766;No;0;Porcentaje de mi sueldo bruto
545;1767;1767;;;
545;1768;1768;;;
545;1769;1769;;;
546;1770;1770;No;0;Neto
546;1771;1771;;;
546;1772;1772;;;
546;1773;1773;;;
546;1774;1774;;;
546;1775;1775;;;
546;1776;1776;;;
546;1777;1777;;;
547;1778;1778;S’?, activa;620000;Bruto
547;1779;1779;;;
547;1780;1780;;;
547;1781;1781;;;
547;1782;1782;;;
547;1783;1783;;;
547;1784;1784;;;
547;1785;1785;;;
547;1786;1786;;;
547;1787;1787;;;
547;1788;1788;;;
548;1789;1789;No;0;Porcentaje de mi sueldo bruto
548;1790;1790;;;
548;1791;1791;;;
548;1792;1792;;;
548;1793;1793;;;
548;1794;1794;;;
548;1795;1795;;;
549;1796;1796;No;0;Neto
549;1797;1797;;;
550;1798;1798;S’?, pasiva;0;Bruto
550;1799;1799;;;
550;1800;1800;;;
550;1801;1801;;;
551;1802;1802;S’?, pasiva;0;Neto
551;1803;1803;;;
551;1804;1804;;;
551;1805;1805;;;
551;1806;1806;;;
552;1807;1807;No;0;Porcentaje de mi sueldo bruto
552;1808;1808;;;
552;1809;1809;;;
553;1810;1810;No;0;Neto
553;1811;1811;;;
553;1812;1812;;;
553;1813;1813;;;
553;1814;1814;;;
554;1815;1815;No;0;Porcentaje de mi sueldo bruto
554;1816;1816;;;
554;1817;1817;;;
555;1818;1818;No;0;Bruto
555;1819;1819;;;
555;1820;1820;;;
556;1821;1821;S’?, pasiva;350000;Neto
556;1822;1822;;;
557;1823;1823;No;0;Bruto
557;1824;1824;;;
558;1825;1825;No;0;Porcentaje de mi sueldo bruto
558;1826;1826;;;
559;1827;1827;No;0;Porcentaje de mi sueldo bruto
559;1828;1828;;;
559;1829;1829;;;
559;1830;1830;;;
560;1831;1831;No;0;Neto
560;1832;1832;;;
561;1833;1833;S’?, pasiva;0;Porcentaje de mi sueldo bruto
561;1834;1834;;;
561;1835;1835;;;
561;1836;1836;;;
561;1837;1837;;;
561;1838;1838;;;
562;1839;1839;S’?, pasiva;0;Neto
563;1840;1840;S’?, pasiva;0;Neto
564;1841;1841;S’?, pasiva;0;Porcentaje de mi sueldo bruto
565;1842;1842;No;0;Porcentaje de mi sueldo bruto
565;1843;1843;;;
565;1844;1844;;;
565;1845;1845;;;
566;1846;1846;No;0;Porcentaje de mi sueldo bruto
567;1847;1847;S’?, activa;100;Porcentaje de mi sueldo bruto
567;1848;1848;;;
567;1849;1849;;;
568;1850;1850;S’?, pasiva;0;Porcentaje de mi sueldo bruto
569;1851;1851;No;0;Porcentaje de mi sueldo bruto
569;1852;1852;;;
569;1853;1853;;;
569;1854;1854;;;
569;1855;1855;;;
569;1856;1856;;;
570;1857;1857;No;0;Porcentaje de mi sueldo bruto
570;1858;1858;;;
570;1859;1859;;;
570;1860;1860;;;
570;1861;1861;;;
570;1862;1862;;;
571;1863;1863;No;0;Porcentaje de mi sueldo bruto
571;1864;1864;;;
571;1865;1865;;;
572;1866;1866;No;0;Porcentaje de mi sueldo bruto
572;1867;1867;;;
573;1868;1868;No;0;Neto
574;1869;1869;No;0;Bruto
574;1870;1870;;;
575;1871;1871;S’?, pasiva;0;Porcentaje de mi sueldo bruto
575;1872;1872;;;
576;1873;1873;No;0;Porcentaje de mi sueldo bruto
576;1874;1874;;;
577;1875;1875;S’?, pasiva;0;Neto
577;1876;1876;;;
578;1877;1877;No;0;Porcentaje de mi sueldo bruto
579;1878;1878;No;0;Bruto
579;1879;1879;;;
579;1880;1880;;;
580;1881;1881;No;0;Bruto
580;1882;1882;;;
