ID_Trabajo;ID_Encuestado;Dedicacion;TIpo de contrato;Ultimo salario (bruto);Ultimo salario (Neto);Sueldo Dolarizado;Tipo de cambio;Actualizaciones en 2022;Ajuste acumulado;Ultimo ajuste;Trabajo de;Años de experiencia;Cantidad de compañeros;Modalidad;Seniority
949;949;Full-Time;Staff (planta permanente);240000;210000;FALSE;0;Tres;45;Noviembre;Consultant;2;De 2001a 5000 personas;Hí?brido (presencial y remoto);Junior
950;950;Full-Time;Tercerizado (trabajo a través de consultora o agencia);361000;299000;FALSE;0;Mí¡s de tres;70;Diciembre;SysAdmin / DevOps / SRE;4;De 1001 a 2000 personas;Hí?brido (presencial y remoto);Semi-Senior
951;951;Full-Time;Remoto (empresa de otro país);1444800;1376000;TRUE;344;No;0;No tuve;Developer;5;De 2 a 10 personas;100% remoto;Semi-Senior
952;952;Part-Time;Staff (planta permanente);210000;175000;FALSE;0;Mí¡s de tres;60;Diciembre;BI Analyst / Data Analyst;4;De 101 a 200 personas;100% remoto;Semi-Senior
953;953;Full-Time;Staff (planta permanente);190000;161000;FALSE;0;No;0;No tuve;Developer;2;De 501 a 1000 personas;100% remoto;Junior
954;954;Full-Time;Staff (planta permanente);640000;420000;FALSE;0;Mí¡s de tres;72;Diciembre;Manager / Director;8;De 101 a 200 personas;Hí?brido (presencial y remoto);Senior
955;955;Full-Time;Tercerizado (trabajo a través de consultora o agencia);280000;280000;FALSE;0;Dos;25;Septiembre;Developer;3;Mí¡s de 10000 personas;100% remoto;Semi-Senior
956;956;Full-Time;Staff (planta permanente);170000;160000;FALSE;0;Mí¡s de tres;80;Noviembre;Becario doctoral;10;De 11  a 50  personas;Hí?brido (presencial y remoto);Senior
957;957;Full-Time;Staff (planta permanente);280000;232000;FALSE;0;Mí¡s de tres;80;Diciembre;Developer;1;De 101 a 200 personas;100% remoto;Junior
958;958;Full-Time;Remoto (empresa de otro país);1000000;1000000;TRUE;345;No;0;No tuve;QA / Tester;5;De 11  a 50  personas;100% remoto;Semi-Senior
959;959;Full-Time;Remoto (empresa de otro país);180000;165000;FALSE;0;No;0;No tuve;Cloud Engineer;0;De 11  a 50  personas;100% remoto;Junior
960;960;Full-Time;Staff (planta permanente);1000000;600000;FALSE;0;Tres;40;Diciembre;Technical Leader;7;De 201 a 500 personas;Hí?brido (presencial y remoto);Senior
961;961;Full-Time;Staff (planta permanente);440000;300000;FALSE;0;Tres;60;Octubre;SysAdmin / DevOps / SRE;15;De 1001 a 2000 personas;Hí?brido (presencial y remoto);Senior
962;962;Full-Time;Staff (planta permanente);800000;330000;FALSE;0;Mí¡s de tres;94;Diciembre;Functional Analyst;0;De 5001 a 10000 personas;100% remoto;Junior
963;963;Full-Time;Staff (planta permanente);450000;362000;FALSE;0;Mí¡s de tres;110;Noviembre;Data Engineer;2;De 5001 a 10000 personas;100% remoto;Junior
964;964;Full-Time;Staff (planta permanente);385000;340000;FALSE;0;Mí¡s de tres;70;Noviembre;Project Manager;30;De 201 a 500 personas;Hí?brido (presencial y remoto);Senior
965;965;Full-Time;Tercerizado (trabajo a través de consultora o agencia);1200000;1000000;TRUE;338;No;0;No tuve;SysAdmin / DevOps / SRE;4;De 501 a 1000 personas;100% remoto;Semi-Senior
966;966;Full-Time;Staff (planta permanente);168000;139000;FALSE;0;Tres;30;Diciembre;Developer;1;De 11  a 50  personas;100% remoto;Junior
967;967;Full-Time;Staff (planta permanente);606300;419000;FALSE;0;Dos;33;Octubre;Technical Leader;5;De 101 a 200 personas;100% remoto;Semi-Senior
968;968;Full-Time;Staff (planta permanente);389000;324000;FALSE;0;Tres;65;Noviembre;Manager / Director;4;De 501 a 1000 personas;Hí?brido (presencial y remoto);Semi-Senior
969;969;Full-Time;Staff (planta permanente);455000;326000;FALSE;0;Dos;40;Noviembre;Developer;10;De 501 a 1000 personas;100% remoto;Senior
970;970;Full-Time;Staff (planta permanente);230000;200000;TRUE;176;Mí¡s de tres;60;Diciembre;Developer;2;Mí¡s de 10000 personas;100% remoto;Junior
971;971;Full-Time;Staff (planta permanente);347069;288068;TRUE;173.87;Uno;15;Julio;Developer;7;Mí¡s de 10000 personas;100% remoto;Senior
972;972;Full-Time;Remoto (empresa de otro país);255575;212128;FALSE;0;Dos;20;Octubre;Developer;2;De 51 a 100 personas;Hí?brido (presencial y remoto);Junior
973;973;Full-Time;Staff (planta permanente);550000;;FALSE;0;Dos;35;Diciembre;Developer;20;De 201 a 500 personas;100% presencial;Senior
974;974;Full-Time;Staff (planta permanente);617000;450000;FALSE;0;Mí¡s de tres;100;Diciembre;Developer;4;De 1001 a 2000 personas;100% remoto;Semi-Senior
975;975;Full-Time;Staff (planta permanente);380000;300000;FALSE;0;Tres;70;Noviembre;Project Manager;7;De 201 a 500 personas;Hí?brido (presencial y remoto);Senior
976;976;Full-Time;Staff (planta permanente);360000;292000;FALSE;0;Mí¡s de tres;60;Diciembre;Project Manager;8;De 11  a 50  personas;100% remoto;Senior
977;977;Full-Time;Staff (planta permanente);150000;1250000;FALSE;0;No;0;No tuve;Developer;18;De 201 a 500 personas;100% remoto;Senior
978;978;Full-Time;Staff (planta permanente);250000;231000;FALSE;0;Tres;60;Septiembre;SysAdmin / DevOps / SRE;15;De 11  a 50  personas;Hí?brido (presencial y remoto);Senior
979;979;Full-Time;Staff (planta permanente);406000;367000;FALSE;0;Mí¡s de tres;60;Noviembre;SysAdmin / DevOps / SRE;15;De 201 a 500 personas;100% remoto;Senior
980;980;Full-Time;Staff (planta permanente);315000;361450;FALSE;0;Mí¡s de tres;90;Noviembre;Developer;3;De 51 a 100 personas;Hí?brido (presencial y remoto);Semi-Senior
981;981;Full-Time;Staff (planta permanente);410400;410400;FALSE;0;Mí¡s de tres;140;Diciembre;Developer;1;De 11  a 50  personas;100% remoto;Junior
982;982;Full-Time;Staff (planta permanente);369000;302580;FALSE;0;Mí¡s de tres;63;Diciembre;Business Analyst;13;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Senior
983;983;Full-Time;Staff (planta permanente);577000;475500;TRUE;176,75;Uno;;Abril;Developer;10;De 201 a 500 personas;100% remoto;Senior
984;984;Full-Time;Staff (planta permanente);776670;553123;FALSE;0;Tres;113;Septiembre;Architect;21;De 51 a 100 personas;100% remoto;Senior
985;985;Full-Time;Tercerizado (trabajo a través de consultora o agencia);151000;132000;FALSE;0;No;0;Agosto;Cloud Engineer;0;De 11  a 50  personas;100% remoto;Junior
986;986;Full-Time;Staff (planta permanente);350000;279000;FALSE;0;Dos;;Diciembre;SysAdmin / DevOps / SRE;1;Mí¡s de 10000 personas;100% remoto;Junior
987;987;Full-Time;Remoto (empresa de otro país);334560;329000;TRUE;340;Uno;25;Mayo;Data Engineer;4;De 11  a 50  personas;100% remoto;Semi-Senior
988;988;Full-Time;Staff (planta permanente);525000;418000;FALSE;0;Tres;;Diciembre;Project Manager;15;Mí¡s de 10000 personas;100% remoto;Senior
989;989;Full-Time;Staff (planta permanente);230000;230000;FALSE;0;Uno;;Octubre;Developer;5;De 11  a 50  personas;Hí?brido (presencial y remoto);Semi-Senior
990;990;Full-Time;Remoto (empresa de otro país);602000;602000;FALSE;0;No;0;No tuve;SysAdmin / DevOps / SRE;14;De 11  a 50  personas;100% remoto;Senior
991;991;Full-Time;Staff (planta permanente);530000;400000;FALSE;0;No;0;No tuve;Middleware;5;Mí¡s de 10000 personas;100% remoto;Semi-Senior
992;992;Full-Time;Staff (planta permanente);145000;120000;FALSE;0;Dos;;Septiembre;Recruiter / HR;5;De 11  a 50  personas;100% remoto;Semi-Senior
993;993;Full-Time;Staff (planta permanente);709000;420000;FALSE;0;Tres;;Octubre;Infosec;15;De 201 a 500 personas;100% remoto;Senior
994;994;Full-Time;Staff (planta permanente);212473;185859;FALSE;0;Uno;;Diciembre;Developer;1;De 51 a 100 personas;100% remoto;Junior
995;995;Part-Time;Staff (planta permanente);372000;300000;FALSE;0;Tres;110;Diciembre;SysAdmin / DevOps / SRE;0;De 51 a 100 personas;100% remoto;Junior
996;996;Full-Time;Staff (planta permanente);285000;237500;FALSE;0;Dos;56;Diciembre;QA / Tester;3;De 101 a 200 personas;100% remoto;Semi-Senior
997;997;Full-Time;Staff (planta permanente);1100000;790000;TRUE;320;No;0;No tuve;Product Manager;3;De 101 a 200 personas;Hí?brido (presencial y remoto);Semi-Senior
998;998;Full-Time;Tercerizado (trabajo a través de consultora o agencia);250000;210000;FALSE;0;Dos;;Noviembre;Consultant;5;De 51 a 100 personas;100% remoto;Semi-Senior
999;999;Full-Time;Staff (planta permanente);135000;127000;FALSE;0;Tres;35;Diciembre;BI Analyst / Data Analyst;1;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Junior
1000;1000;Full-Time;Staff (planta permanente);230000;255000;FALSE;0;Tres;96;Noviembre;Developer;2;Mí¡s de 10000 personas;100% remoto;Junior
1001;1001;Full-Time;Staff (planta permanente);700000;680000;TRUE;179;Tres;112;Noviembre;Project Manager;1;De 201 a 500 personas;100% remoto;Junior
1002;1002;Full-Time;Staff (planta permanente);300000;260000;FALSE;0;Dos;;Diciembre;Developer;2;De 501 a 1000 personas;100% remoto;Junior
1003;1003;Full-Time;Staff (planta permanente);211000;175000;FALSE;0;Uno;20;Noviembre;Developer;0;De 201 a 500 personas;100% remoto;Junior
1004;1004;Full-Time;Remoto (empresa de otro país);1720000;1700000;FALSE;0;Dos;;Julio;SysAdmin / DevOps / SRE;10;De 11  a 50  personas;100% remoto;Senior
1005;1005;Full-Time;Staff (planta permanente);149000;123000;FALSE;0;Mí¡s de tres;60;Diciembre;Developer;0;De 11  a 50  personas;Hí?brido (presencial y remoto);Junior
1006;1006;Full-Time;Staff (planta permanente);335000;283000;FALSE;0;Mí¡s de tres;100;Noviembre;Developer;3;De 1001 a 2000 personas;100% remoto;Semi-Senior
1007;1007;Part-Time;Staff (planta permanente);120000;98000;FALSE;0;Dos;;Septiembre;Developer;4;De 51 a 100 personas;100% remoto;Semi-Senior
1008;1008;Full-Time;Staff (planta permanente);444000;302000;FALSE;0;Mí¡s de tres;86;Octubre;Developer;3;De 51 a 100 personas;100% remoto;Semi-Senior
1009;1009;Full-Time;Tercerizado (trabajo a través de consultora o agencia);200000;170000;FALSE;0;Dos;45;Septiembre;Business Analyst;2;De 101 a 200 personas;Hí?brido (presencial y remoto);Junior
1010;1010;Full-Time;Staff (planta permanente);429000;317000;TRUE;300;Mí¡s de tres;;Noviembre;Developer;0;De 101 a 200 personas;Hí?brido (presencial y remoto);Junior
1011;1011;Full-Time;Participación societaria en una cooperativa;600000;600000;TRUE;314;Tres;;Septiembre;Developer;12;De 11  a 50  personas;Hí?brido (presencial y remoto);Senior
1012;1012;Full-Time;Staff (planta permanente);462000;303000;FALSE;0;Dos;42;Diciembre;Architect;1;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Junior
1013;1013;Full-Time;Staff (planta permanente);501000;350000;FALSE;0;Uno;;Octubre;Developer;7;De 11  a 50  personas;100% remoto;Senior
1014;1014;Full-Time;Remoto (empresa de otro país);280000;230000;FALSE;0;Tres;;Noviembre;Functional Analyst;16;De 201 a 500 personas;100% remoto;Senior
1015;1015;Full-Time;Staff (planta permanente);400000;250000;FALSE;0;Mí¡s de tres;80;Diciembre;SysAdmin / DevOps / SRE;28;De 2 a 10 personas;100% presencial;Senior
1016;1016;Full-Time;Staff (planta permanente);1077000;480000;TRUE;170;Tres;90;Noviembre;Product Manager;16;De 5001 a 10000 personas;100% remoto;Senior
1017;1017;Full-Time;Staff (planta permanente);225000;185000;FALSE;0;Tres;45;Diciembre;HelpDesk, DBA;7;De 101 a 200 personas;100% presencial;Senior
1018;1018;Full-Time;Staff (planta permanente);600000;350000;FALSE;0;Mí¡s de tres;96;Diciembre;Infosec;7;De 1001 a 2000 personas;100% remoto;Senior
1019;1019;Full-Time;Remoto (empresa de otro país);1600000;1500000;TRUE;330;No;0;No tuve;Scrum Master;20;De 1001 a 2000 personas;100% remoto;Senior
1020;1020;Full-Time;Staff (planta permanente);374400;310752;FALSE;0;Dos;56;Noviembre;Developer;4;De 101 a 200 personas;100% remoto;Semi-Senior
1021;1021;Part-Time;Freelance;188030;182000;FALSE;0;Mí¡s de tres;60;Noviembre;Developer;1;De 51 a 100 personas;100% remoto;Junior
1022;1022;Full-Time;Staff (planta permanente);201000;215000;TRUE;180;Tres;80;Septiembre;Developer;1.5;De 1001 a 2000 personas;Hí?brido (presencial y remoto);Junior
1023;1023;Full-Time;Staff (planta permanente);156000;120000;TRUE;176;Mí¡s de tres;68;Noviembre;QA / Tester;1;De 501 a 1000 personas;100% remoto;Junior
1024;1024;Full-Time;Staff (planta permanente);180000;150000;FALSE;0;Uno;;Noviembre;UX Designer;0;De 101 a 200 personas;100% remoto;Junior
1025;1025;Full-Time;Freelance;340000;340000;FALSE;0;Dos;;Octubre;Developer;4;De 101 a 200 personas;Hí?brido (presencial y remoto);Semi-Senior
1026;1026;Full-Time;Staff (planta permanente);550000;470000;FALSE;0;Dos;90;Septiembre;Developer;8;De 101 a 200 personas;100% remoto;Senior
1027;1027;Full-Time;Staff (planta permanente);307000;255000;FALSE;0;Mí¡s de tres;85;Noviembre;Developer;10;De 101 a 200 personas;100% remoto;Senior
1028;1028;Full-Time;Staff (planta permanente);170000;145000;FALSE;0;No;0;No tuve;Manager / Director;20;De 51 a 100 personas;Hí?brido (presencial y remoto);Senior
1029;1029;Full-Time;Staff (planta permanente);221000;270000;TRUE;180;Mí¡s de tres;74;Diciembre;Developer;1;De 5001 a 10000 personas;100% remoto;Junior
1030;1030;Full-Time;Staff (planta permanente);820000;550000;FALSE;0;Tres;94;Diciembre;Developer;10;De 2001a 5000 personas;Hí?brido (presencial y remoto);Senior
1031;1031;Full-Time;Staff (planta permanente);1200000;600000;FALSE;0;Tres;100;Octubre;Data Scientist;3;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Semi-Senior
1032;1032;Full-Time;Staff (planta permanente);419000;325000;FALSE;0;Uno;20;Octubre;Networking;17;De 201 a 500 personas;100% remoto;Senior
1033;1033;Full-Time;Staff (planta permanente);855000;579000;FALSE;0;Tres;;Octubre;Product Owner;18;De 5001 a 10000 personas;Hí?brido (presencial y remoto);Senior
1034;1034;Full-Time;Tercerizado (trabajo a través de consultora o agencia);565000;400000;FALSE;0;Dos;80;Septiembre;Developer;14;De 201 a 500 personas;100% remoto;Senior
1035;1035;Full-Time;Staff (planta permanente);780000;700000;FALSE;0;Tres;100;Noviembre;Business Analyst;15;De 51 a 100 personas;Hí?brido (presencial y remoto);Senior
1036;1036;Full-Time;Staff (planta permanente);220000;187000;FALSE;0;Tres;90;Septiembre;BI Analyst / Data Analyst;2;De 101 a 200 personas;100% remoto;Junior
1037;1037;Full-Time;Staff (planta permanente);297000;248000;TRUE;173;Mí¡s de tres;74.5;Diciembre;Developer;2;De 501 a 1000 personas;100% remoto;Junior
1038;1038;Full-Time;Staff (planta permanente);217000;197000;FALSE;0;Dos;70;Diciembre;Developer;1.4;De 51 a 100 personas;Hí?brido (presencial y remoto);Junior
1039;1039;Full-Time;Staff (planta permanente);870000;660000;FALSE;0;Dos;64;Octubre;Developer;24;Mí¡s de 10000 personas;100% remoto;Senior
1040;1040;Full-Time;Staff (planta permanente);200000;180000;FALSE;0;No;0;No tuve;SysAdmin / DevOps / SRE;4;De 51 a 100 personas;100% presencial;Semi-Senior
1041;1041;Full-Time;Staff (planta permanente);643000;423000;TRUE;320;Dos;70;Octubre;BI Analyst / Data Analyst;4;Mí¡s de 10000 personas;100% remoto;Semi-Senior
1042;1042;Full-Time;Staff (planta permanente);628000;454000;FALSE;0;Mí¡s de tres;70;Noviembre;UX Designer;15;De 2001a 5000 personas;100% remoto;Senior
1043;1043;Full-Time;Staff (planta permanente);291856;357432;TRUE;178;Mí¡s de tres;;Diciembre;Developer;2;De 201 a 500 personas;100% remoto;Junior
1044;1044;Full-Time;Remoto (empresa de otro país);500000;300000;TRUE;175;No;0;No tuve;Developer;3;De 1001 a 2000 personas;100% remoto;Semi-Senior
1045;1045;Full-Time;Staff (planta permanente);450000;308000;FALSE;0;Dos;;Septiembre;BI Analyst / Data Analyst;5;De 201 a 500 personas;100% remoto;Semi-Senior
1046;1046;Full-Time;Staff (planta permanente);1000000;750000;FALSE;0;Tres;95;Noviembre;Manager / Director;20;De 201 a 500 personas;Hí?brido (presencial y remoto);Senior
1047;1047;Part-Time;Staff (planta permanente);77000;;FALSE;0;Uno;50;Julio;Functional Analyst;0;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Junior
1048;1048;Full-Time;Staff (planta permanente);185000;180000;FALSE;0;Mí¡s de tres;80;Noviembre;Consultant;2;De 11  a 50  personas;100% remoto;Junior
1049;1049;Full-Time;Staff (planta permanente);150000;125000;TRUE;147,45;No;0;Octubre;Sales / Pre-Sales;7;De 51 a 100 personas;100% remoto;Senior
1050;1050;Full-Time;Staff (planta permanente);850000;500000;FALSE;0;Tres;75;Diciembre;Architect;25;De 201 a 500 personas;100% remoto;Senior
1051;1051;Full-Time;Staff (planta permanente);445656;271038;FALSE;0;Mí¡s de tres;;Octubre;UX Designer;2;De 51 a 100 personas;100% remoto;Junior
1052;1052;Full-Time;Staff (planta permanente);208000;168000;FALSE;0;Mí¡s de tres;100;Diciembre;HelpDesk;12;De 101 a 200 personas;Hí?brido (presencial y remoto);Senior
1053;1053;Full-Time;Staff (planta permanente);296000;245000;FALSE;0;Dos;80;Noviembre;Developer;1;De 201 a 500 personas;Hí?brido (presencial y remoto);Junior
1054;1054;Full-Time;Tercerizado (trabajo a través de consultora o agencia);600000;550000;FALSE;0;Dos;70;Septiembre;BI Analyst / Data Analyst;12;De 5001 a 10000 personas;100% remoto;Senior
1055;1055;Full-Time;Staff (planta permanente);410000;300000;FALSE;0;Mí¡s de tres;;Octubre;Developer;3;De 201 a 500 personas;Hí?brido (presencial y remoto);Semi-Senior
1056;1056;Full-Time;Staff (planta permanente);950000;500000;FALSE;0;Mí¡s de tres;80;Diciembre;Consultant;12;De 501 a 1000 personas;Hí?brido (presencial y remoto);Senior
1057;1057;Full-Time;Staff (planta permanente);1225000;;TRUE;315;Uno;;Marzo;QA / Tester;15;De 51 a 100 personas;100% remoto;Senior
1058;1058;Full-Time;Staff (planta permanente);198000;198000;FALSE;0;Dos;50;Octubre;Developer;1;De 201 a 500 personas;100% presencial;Junior
1059;1059;Full-Time;Staff (planta permanente);225000;186000;FALSE;0;Tres;90;Diciembre;Data Engineer;5;De 11  a 50  personas;100% remoto;Semi-Senior
1060;1060;Full-Time;Staff (planta permanente);570000;470000;FALSE;0;Mí¡s de tres;95;Diciembre;Product Manager;32;De 101 a 200 personas;100% remoto;Senior
1061;1061;Full-Time;Staff (planta permanente);187000;151000;TRUE;800;Uno;40;Julio;Developer;3;De 51 a 100 personas;100% remoto;Semi-Senior
1062;1062;Full-Time;Staff (planta permanente);198000;17000;TRUE;165;Dos;50;Septiembre;Data Engineer;5;De 201 a 500 personas;100% presencial;Semi-Senior
1063;1063;Full-Time;Staff (planta permanente);347000;258000;FALSE;0;Tres;55;Diciembre;BI Analyst / Data Analyst;3;De 101 a 200 personas;100% remoto;Semi-Senior
1064;1064;Full-Time;Staff (planta permanente);1400000;1000000;FALSE;0;Mí¡s de tres;140;Diciembre;Manager / Director;18;De 5001 a 10000 personas;Hí?brido (presencial y remoto);Senior
1065;1065;Full-Time;Staff (planta permanente);560000;325000;FALSE;0;Mí¡s de tres;;Diciembre;UX Designer;6;De 101 a 200 personas;100% remoto;Senior
1066;1066;Full-Time;Remoto (empresa de otro país);1540000;;FALSE;0;Tres;200;Diciembre;SysAdmin / DevOps / SRE;11;De 11  a 50  personas;100% remoto;Senior
1067;1067;Full-Time;Staff (planta permanente);398772;338299;FALSE;0;Tres;50;Octubre;Architect;20;De 11  a 50  personas;100% remoto;Senior
1068;1068;Part-Time;Freelance;690000;340000;TRUE;340;Dos;176;Septiembre;Developer;7;De 11  a 50  personas;100% remoto;Senior
1069;1069;Full-Time;Staff (planta permanente);650000;440000;FALSE;0;Tres;70;Diciembre;Manager / Director;28;De 1001 a 2000 personas;Hí?brido (presencial y remoto);Senior
1070;1070;Full-Time;Staff (planta permanente);214000;177000;FALSE;0;Dos;40;Septiembre;Sales / Pre-Sales;7;De 51 a 100 personas;100% remoto;Senior
1071;1071;Full-Time;Staff (planta permanente);306000;256000;FALSE;0;Dos;;Octubre;Developer;0;Mí¡s de 10000 personas;100% remoto;Junior
1072;1072;Full-Time;Staff (planta permanente);429000;340000;FALSE;0;Mí¡s de tres;52;Noviembre;Developer;2;De 2001a 5000 personas;100% remoto;Junior
1073;1073;Full-Time;Staff (planta permanente);116667;109834;FALSE;0;Dos;15;Noviembre;RPA Developer;0;De 501 a 1000 personas;100% remoto;Junior
1074;1074;Full-Time;Staff (planta permanente);509757;260916;FALSE;0;Dos;33;Octubre;Developer;5;De 101 a 200 personas;Hí?brido (presencial y remoto);Semi-Senior
1075;1075;Full-Time;Staff (planta permanente);250000;240000;FALSE;0;Dos;;Diciembre;Developer;0;De 11  a 50  personas;Hí?brido (presencial y remoto);Junior
1076;1076;Full-Time;Staff (planta permanente);286000;286000;FALSE;0;Dos;70;Septiembre;Consultant;13;De 11  a 50  personas;100% remoto;Senior
1077;1077;Full-Time;Staff (planta permanente);90000;85000;FALSE;0;No;0;No tuve;Consultant;0;De 501 a 1000 personas;Hí?brido (presencial y remoto);Junior
1078;1078;Full-Time;Staff (planta permanente);240000;200000;FALSE;0;Mí¡s de tres;;Noviembre;Middleware;1;De 2 a 10 personas;Hí?brido (presencial y remoto);Junior
1079;1079;Full-Time;Staff (planta permanente);1094000;1094000;FALSE;0;Uno;10;Diciembre;Developer;7;De 201 a 500 personas;Hí?brido (presencial y remoto);Senior
1080;1080;Full-Time;Staff (planta permanente);450000;303000;FALSE;0;Dos;;Noviembre;Networking;7;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Senior
1081;1081;Full-Time;Staff (planta permanente);180000;150000;TRUE;172;Mí¡s de tres;75;Diciembre;Recruiter / HR;1;De 101 a 200 personas;100% remoto;Junior
1082;1082;Full-Time;Staff (planta permanente);297500;246800;FALSE;0;Mí¡s de tres;;Diciembre;Product Owner;1;De 2001a 5000 personas;Hí?brido (presencial y remoto);Junior
1083;1083;Full-Time;Remoto (empresa de otro país);1050000;1050000;TRUE;300;No;0;No tuve;Developer;15;De 2001a 5000 personas;100% remoto;Senior
1084;1084;Full-Time;Staff (planta permanente);130000;107900;FALSE;0;Dos;20;Septiembre;Developer;1;De 201 a 500 personas;100% remoto;Junior
1085;1085;Part-Time;Staff (planta permanente);95000;85000;FALSE;0;No;;No tuve;Networking;0;Mí¡s de 10000 personas;Hí?brido (presencial y remoto);Junior
1086;1086;Full-Time;Staff (planta permanente);380000;315000;FALSE;0;Tres;65;Noviembre;SysAdmin / DevOps / SRE;3;De 101 a 200 personas;Hí?brido (presencial y remoto);Semi-Senior
1087;1087;Full-Time;Staff (planta permanente);175000;139000;FALSE;0;Tres;0;No tuve;HelpDesk;10;De 11  a 50  personas;100% presencial;Senior
1088;1088;Full-Time;Staff (planta permanente);446880;358400;TRUE;170;Uno;16;Marzo;Developer;8;De 201 a 500 personas;100% remoto;Senior
1089;1089;Full-Time;Remoto (empresa de otro país);950000;;FALSE;0;Tres;11;Agosto;Developer;3;De 2 a 10 personas;100% remoto;Semi-Senior
1090;1090;Full-Time;Staff (planta permanente);240000;200000;FALSE;0;Tres;60;Octubre;Developer;2.5;De 51 a 100 personas;100% remoto;Semi-Senior
1091;1091;Full-Time;Staff (planta permanente);276640;230000;FALSE;0;Dos;20;Noviembre;Infosec;0;De 51 a 100 personas;100% remoto;Junior
1092;1092;Full-Time;Tercerizado (trabajo a través de consultora o agencia);240000;200000;FALSE;0;Uno;21;Octubre;SysAdmin / DevOps / SRE;1;De 201 a 500 personas;100% remoto;Junior
1093;1093;Full-Time;Staff (planta permanente);172000;135000;FALSE;0;Dos;;Octubre;Functional Analyst;0;De 11  a 50  personas;100% remoto;Junior
1094;1094;Full-Time;Staff (planta permanente);222868;145785;FALSE;0;Mí¡s de tres;58;Octubre;Developer;2;De 1001 a 2000 personas;100% remoto;Junior
1095;1095;Full-Time;Staff (planta permanente);417817;334803;FALSE;0;Mí¡s de tres;140;Noviembre;Technical Leader;10;De 201 a 500 personas;100% remoto;Senior
1096;1096;Full-Time;Staff (planta permanente);380000;306465;FALSE;0;Tres;;Octubre;Data Engineer;1;De 51 a 100 personas;100% remoto;Junior
1097;1097;Part-Time;Staff (planta permanente);70000;70000;FALSE;0;No;0;No tuve;Business Analyst;0;De 501 a 1000 personas;Hí?brido (presencial y remoto);Junior
1098;1098;Full-Time;Participación societaria en una cooperativa;395000;395000;FALSE;0;Uno;12;Septiembre;Developer;7;De 101 a 200 personas;100% remoto;Senior
1099;1099;Full-Time;Staff (planta permanente);400000;330000;FALSE;0;Dos;;Noviembre;SysAdmin / DevOps / SRE;5;De 11  a 50  personas;100% presencial;Semi-Senior
1100;1100;Full-Time;Staff (planta permanente);300000;240000;FALSE;0;Mí¡s de tres;85;Diciembre;Developer;14;De 101 a 200 personas;100% remoto;Senior
1101;1101;Full-Time;Staff (planta permanente);950000;750000;FALSE;0;Mí¡s de tres;94;Diciembre;Technical Leader;25;De 2001a 5000 personas;100% remoto;Senior
1102;1102;Full-Time;Staff (planta permanente);177000;150000;FALSE;0;Dos;7;Noviembre;Developer;0;De 101 a 200 personas;100% remoto;Junior
1103;1103;Full-Time;Staff (planta permanente);422400;326312.12;FALSE;0;Tres;50.54;Octubre;Developer;3;De 201 a 500 personas;Hí?brido (presencial y remoto);Semi-Senior
1104;1104;Full-Time;Staff (planta permanente);1050000;705000;FALSE;0;Dos;95;Octubre;Architect;20;De 101 a 200 personas;Hí?brido (presencial y remoto);Senior
1105;1105;Full-Time;Staff (planta permanente);312000;258000;FALSE;0;Uno;21;Octubre;BI Analyst / Data Analyst;2;Mí¡s de 10000 personas;100% remoto;Junior
1106;1106;Full-Time;Staff (planta permanente);235000;195.05;FALSE;0;Mí¡s de tres;;Diciembre;Networking, Developer, Project Manager;15;De 201 a 500 personas;100% presencial;Senior
1107;1107;Full-Time;Staff (planta permanente);467000;400000;TRUE;330;Uno;5;Junio;Architect;13;Mí¡s de 10000 personas;100% remoto;Senior
1108;1108;Part-Time;Tercerizado (trabajo a través de consultora o agencia);123530;110000;FALSE;0;Tres;90;Octubre;Developer;2;De 2 a 10 personas;100% remoto;Junior
1109;1109;Full-Time;Staff (planta permanente);610000;435670;FALSE;0;Mí¡s de tres;104;Diciembre;SysAdmin / DevOps / SRE;10;De 501 a 1000 personas;Hí?brido (presencial y remoto);Senior
1110;1110;Full-Time;Remoto (empresa de otro país);800000;780000;FALSE;0;No;0;No tuve;Developer;5;De 101 a 200 personas;Hí?brido (presencial y remoto);Semi-Senior
1111;1111;Full-Time;Remoto (empresa de otro país);1228500;1200000;FALSE;0;Uno;10;Diciembre;Technical Writer;4;De 11  a 50  personas;100% remoto;Semi-Senior
1112;1112;Full-Time;Staff (planta permanente);530000;385000;FALSE;0;Dos;56;Octubre;Consultant;10;De 2001a 5000 personas;Hí?brido (presencial y remoto);Senior
1113;1113;Full-Time;Staff (planta permanente);260000;260000;TRUE;325;Uno;;Julio;Developer;0;De 11  a 50  personas;100% remoto;Junior
1114;1114;Full-Time;Staff (planta permanente);400000;300000;FALSE;0;Mí¡s de tres;94;Diciembre;Data Engineer;2;De 5001 a 10000 personas;Hí?brido (presencial y remoto);Junior
1115;1115;Full-Time;Staff (planta permanente);604000;537000;TRUE;168;No;0;No tuve;Architect;13;De 201 a 500 personas;100% remoto;Senior
