ID_Encuestado;Lugar de trabajo;;Genero;Nacimiento;Fecha encuesta
1491;Argentina;Neuquén;Hombre Cis;1976;23/11/2022
1492;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Trans;1995;23/11/2022
1493;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2001;18/11/2022
1494;Argentina;Salta;Hombre Cis;1992;2/12/2022
1495;Argentina;Buenos Aires;Hombre Cis;1980;11/12/2022
1496;Argentina;La Pampa;Hombre Cis;1981;12/12/2022
1497;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1999;30/11/2022
1498;Argentina;Buenos Aires;Prefiero No Decir;1996;17/11/2022
1499;Argentina;Santa Fe;Hombre Cis;1991;3/12/2022
1500;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1983;5/12/2022
1501;Argentina;Misiones;Hombre Cis;2000;8/12/2022
1502;Argentina;Córdoba;Mujer Cis;1999;25/11/2022
1503;Argentina;La Pampa;Hombre Cis;1998;8/12/2022
1504;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1985;24/11/2022
1505;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1979;18/11/2022
1506;Argentina;Córdoba;Hombre Cis;1992;6/12/2022
1507;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1990;21/11/2022
1508;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1999;16/11/2022
1509;Argentina;Buenos Aires;Hombre Cis;1999;17/11/2022
1510;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1998;17/11/2022
1511;Argentina;Santa Fe;Hombre Cis;1977;23/11/2022
1512;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1986;5/12/2022
1513;Argentina;Buenos Aires;Hombre Cis;1993;25/11/2022
1514;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1990;3/12/2022
1515;Argentina;Buenos Aires;Hombre Cis;1988;12/12/2022
1516;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1990;20/11/2022
1517;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1989;23/11/2022
1518;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1995;3/12/2022
1519;Argentina;Córdoba;Hombre Cis;1992;18/11/2022
1520;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1993;7/12/2022
1521;Argentina;Santa Fe;Hombre Cis;1995;22/11/2022
1522;Argentina;Buenos Aires;Hombre Cis;2000;5/12/2022
1523;Argentina;San Juan;Hombre Cis;1991;11/12/2022
1524;Argentina;Buenos Aires;Hombre Cis;1984;25/11/2022
1525;Argentina;San Luis;Prefiero No Decir;1990;8/12/2022
1526;Argentina;Buenos Aires;Hombre Cis;1980;3/12/2022
1527;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1980;12/12/2022
1528;Argentina;Córdoba;Hombre Cis;1990;7/12/2022
1529;Argentina;Buenos Aires;Hombre Cis;1983;18/11/2022
1530;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1999;26/11/2022
1531;Argentina;Ciudad Autónoma de Buenos Aires;;1996;5/12/2022
1532;Argentina;Buenos Aires;Hombre Cis;1997;26/11/2022
1533;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1996;2/12/2022
1534;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1974;2/12/2022
1535;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1980;25/11/2022
1536;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1982;10/12/2022
1537;Argentina;Buenos Aires;Hombre Cis;1996;12/12/2022
1538;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1983;14/12/2022
1539;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1999;8/12/2022
1540;Argentina;Ciudad Autónoma de Buenos Aires;;1971;22/11/2022
1541;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;2000;21/11/2022
1542;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1999;11/12/2022
1543;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2002;8/12/2022
1544;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1982;26/11/2022
1545;Argentina;Corrientes;Hombre Cis;1975;21/11/2022
1546;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1994;1/12/2022
1547;Argentina;Ciudad Autónoma de Buenos Aires;;1979;22/11/2022
1548;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1996;3/12/2022
1549;Argentina;Buenos Aires;Hombre Cis;1993;9/12/2022
1550;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1981;2/12/2022
1551;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2004;18/11/2022
1552;Argentina;Buenos Aires;Hombre Cis;1995;7/12/2022
1553;Argentina;Buenos Aires;Hombre Cis;1999;1/12/2022
1554;Argentina;Córdoba;Hombre Cis;1993;27/11/2022
1555;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1978;27/11/2022
1556;Argentina;Buenos Aires;;1987;17/11/2022
1557;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1998;15/12/2022
1558;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1998;3/12/2022
1559;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1996;5/12/2022
1560;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1984;29/11/2022
1561;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1972;6/12/2022
1562;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1992;4/12/2022
1563;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1994;9/12/2022
1564;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1984;4/12/2022
1565;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1983;27/11/2022
1566;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1993;28/11/2022
1567;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1992;10/12/2022
1568;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1999;18/11/2022
1569;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1991;24/11/2022
1570;Argentina;Córdoba;Mujer Cis;1991;25/11/2022
1571;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1994;29/11/2022
1572;Argentina;Tucumí¡n;Hombre Cis;1999;3/12/2022
1573;Argentina;Córdoba;Hombre Cis;1969;14/12/2022
1574;Argentina;Buenos Aires;Hombre Cis;1986;25/11/2022
1575;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1996;23/11/2022
1576;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1991;6/12/2022
1577;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1985;5/12/2022
1578;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1987;22/11/2022
1579;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1991;6/12/2022
1580;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1993;4/12/2022
1581;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1995;16/11/2022
1582;Argentina;Jujuy;Mujer Cis;1987;14/12/2022
1583;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2004;22/11/2022
1584;Argentina;Buenos Aires;Hombre Cis;1990;19/11/2022
1585;Argentina;Neuquén;Mujer Cis;1994;19/11/2022
1586;Argentina;Buenos Aires;Hombre Cis;1982;16/11/2022
1587;Argentina;Ciudad Autónoma de Buenos Aires;;1959;5/12/2022
1588;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1987;14/12/2022
1589;Argentina;Córdoba;Mujer Cis;1997;17/11/2022
1590;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1973;3/12/2022
1591;Argentina;Buenos Aires;Mujer Cis;1997;1/12/2022
1592;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1990;5/12/2022
1593;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1999;12/12/2022
1594;Argentina;Buenos Aires;Hombre Cis;1998;5/12/2022
1595;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1997;1/12/2022
1596;Argentina;Tucumí¡n;Mujer Cis;1989;5/12/2022
1597;Argentina;Córdoba;Hombre Cis;1998;5/12/2022
1598;Argentina;Córdoba;Hombre Cis;1992;23/11/2022
1599;Argentina;Santa Fe;Hombre Cis;1987;29/11/2022
1600;Argentina;Santa Fe;Hombre Cis;1994;21/11/2022
1601;Argentina;Tucumí¡n;Mujer Cis;1994;14/12/2022
1602;Argentina;Buenos Aires;Hombre Cis;1995;19/11/2022
1603;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1979;17/11/2022
1604;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1988;11/12/2022
1605;Argentina;Buenos Aires;Hombre Cis;1987;12/12/2022
1606;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1991;27/11/2022
1607;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1996;29/11/2022
1608;Argentina;Buenos Aires;Hombre Cis;1995;26/11/2022
1609;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1988;3/12/2022
1610;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1997;9/12/2022
1611;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1983;1/12/2022
1612;Argentina;Córdoba;Hombre Cis;1983;22/11/2022
1613;Argentina;Buenos Aires;Hombre Cis;2003;18/11/2022
1614;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1986;26/11/2022
1615;Argentina;Entre Rí?os;Hombre Cis;1989;13/12/2022
1616;Argentina;Buenos Aires;Hombre Cis;1985;22/11/2022
1617;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;2000;29/11/2022
1618;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1994;26/11/2022
1619;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1993;7/12/2022
1620;Argentina;Córdoba;Hombre Cis;1991;3/12/2022
1621;Argentina;Buenos Aires;Hombre Cis;1990;20/11/2022
1622;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1987;18/11/2022
1623;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1965;29/11/2022
1624;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1991;8/12/2022
1625;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1989;2/12/2022
1626;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1994;30/11/2022
1627;Argentina;Neuquén;Hombre Cis;1987;4/12/2022
1628;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1986;22/11/2022
1629;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2000;28/11/2022
1630;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1991;29/11/2022
1631;Argentina;Tucumí¡n;Hombre Cis;1995;8/12/2022
1632;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Trans;1980;24/11/2022
1633;Argentina;Chubut;Hombre Cis;1971;16/11/2022
1634;Argentina;Chaco;Hombre Cis;1995;25/11/2022
1635;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1985;26/11/2022
1636;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;2002;18/11/2022
1637;Argentina;Santa Fe;;1996;13/12/2022
1638;Argentina;Ciudad Autónoma de Buenos Aires;Prefiero No Decir;1985;3/12/2022
1639;Argentina;Buenos Aires;Hombre Cis;1995;4/12/2022
1640;Argentina;Buenos Aires;Hombre Cis;1986;29/11/2022
1641;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1995;18/11/2022
1642;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1992;22/11/2022
1643;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1984;8/12/2022
1644;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1995;23/11/2022
1645;Argentina;Tucumí¡n;Mujer Cis;1995;2/12/2022
1646;Argentina;Mendoza;Hombre Cis;1983;14/12/2022
1647;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;2000;8/12/2022
1648;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1979;10/12/2022
1649;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1984;5/12/2022
1650;Argentina;Ciudad Autónoma de Buenos Aires;Agénero;1981;12/12/2022
1651;Argentina;Buenos Aires;Hombre Cis;2005;24/11/2022
1652;Argentina;Tucumí¡n;Hombre Cis;1992;22/11/2022
1653;Argentina;Buenos Aires;Hombre Cis;1994;24/11/2022
1654;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1979;5/12/2022
1655;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1994;10/12/2022
1656;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1991;30/11/2022
1657;Argentina;Buenos Aires;Mujer Cis;1991;4/12/2022
1658;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1999;6/12/2022
1659;Argentina;Buenos Aires;Hombre Cis;2000;17/11/2022
1660;Argentina;Buenos Aires;Hombre Cis;1996;8/12/2022
1661;Argentina;Ciudad Autónoma de Buenos Aires;Prefiero No Decir;1988;15/12/2022
1662;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1998;11/12/2022
1663;Argentina;Ciudad Autónoma de Buenos Aires;;1994;20/11/2022
1664;Argentina;Córdoba;Hombre Cis;2003;12/12/2022
1665;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1997;4/12/2022
1666;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2003;21/11/2022
1667;Argentina;Buenos Aires;Hombre Cis;1994;12/12/2022
1668;Argentina;Ciudad Autónoma de Buenos Aires;;1991;10/12/2022
1669;Argentina;Misiones;Hombre Cis;1999;12/12/2022
1670;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1994;15/12/2022
1671;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1990;10/12/2022
1672;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1981;27/11/2022
1673;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2000;14/12/2022
1674;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1997;22/11/2022
1675;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1997;12/12/2022
1676;Argentina;Salta;Hombre Cis;1987;20/11/2022
1677;Argentina;Santa Fe;Hombre Cis;1996;12/12/2022
1678;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1991;10/12/2022
1679;Argentina;Tucumí¡n;Hombre Cis;1983;5/12/2022
1680;Argentina;Buenos Aires;Hombre Cis;2002;28/11/2022
1681;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1988;16/11/2022
1682;Argentina;Buenos Aires;Hombre Cis;1991;27/11/2022
1683;Argentina;Ciudad Autónoma de Buenos Aires;Prefiero No Decir;1977;13/12/2022
1684;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1990;10/12/2022
1685;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1998;28/11/2022
1686;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1983;22/11/2022
1687;Argentina;Santa Fe;Hombre Cis;1976;18/11/2022
1688;Argentina;Córdoba;Mujer Cis;1994;24/11/2022
1689;Argentina;Santa Fe;Hombre Cis;1985;19/11/2022
1690;Argentina;Buenos Aires;Hombre Cis;1994;23/11/2022
1691;Argentina;Buenos Aires;Hombre Cis;1992;23/11/2022
1692;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1998;28/11/2022
1693;Argentina;Ciudad Autónoma de Buenos Aires;Prefiero No Decir;1980;8/12/2022
1694;Argentina;Buenos Aires;Prefiero No Decir;1970;10/12/2022
1695;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1991;4/12/2022
1696;Argentina;Córdoba;Hombre Cis;1993;13/12/2022
1697;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1993;4/12/2022
1698;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1979;25/11/2022
1699;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1983;26/11/2022
1700;Argentina;Buenos Aires;Prefiero No Decir;1990;4/12/2022
1701;Argentina;Buenos Aires;Hombre Cis;1990;25/11/2022
1702;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1997;30/11/2022
1703;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2001;3/12/2022
1704;Argentina;Chubut;Hombre Cis;1987;18/11/2022
1705;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1982;21/11/2022
1706;Argentina;Buenos Aires;Hombre Cis;1982;10/12/2022
1707;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1982;8/12/2022
1708;Argentina;Buenos Aires;Hombre Cis;1988;6/12/2022
1709;Argentina;Tucumí¡n;Hombre Cis;1998;9/12/2022
1710;Argentina;Buenos Aires;Hombre Cis;1994;28/11/2022
1711;Argentina;Buenos Aires;Hombre Cis;1976;21/11/2022
1712;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1995;8/12/2022
1713;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1994;20/11/2022
1714;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1994;29/11/2022
1715;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1977;19/11/2022
1716;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1959;16/11/2022
1717;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1990;1/12/2022
1718;Argentina;Santa Fe;Hombre Cis;1992;21/11/2022
1719;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1987;22/11/2022
1720;Argentina;Neuquén;Mujer Cis;1988;17/11/2022
1721;Argentina;Santa Fe;Hombre Cis;1982;25/11/2022
1722;Argentina;Buenos Aires;Hombre Cis;1979;4/12/2022
1723;Argentina;Buenos Aires;Hombre Cis;1985;10/12/2022
1724;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1990;2/12/2022
1725;Argentina;Buenos Aires;Hombre Cis;1982;27/11/2022
1726;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2003;27/11/2022
1727;Argentina;San Juan;Hombre Cis;1997;5/12/2022
1728;Argentina;Córdoba;Hombre Cis;1991;5/12/2022
1729;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1980;10/12/2022
1730;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1986;17/11/2022
1731;Argentina;Tucumí¡n;Hombre Cis;1992;4/12/2022
1732;Argentina;Salta;Hombre Cis;1986;9/12/2022
1733;Argentina;Chaco;Hombre Cis;1987;21/11/2022
1734;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1987;21/11/2022
1735;Argentina;Buenos Aires;Hombre Cis;1999;2/12/2022
1736;Argentina;Buenos Aires;Hombre Cis;1984;24/11/2022
1737;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1995;12/12/2022
1738;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1988;9/12/2022
1739;Argentina;Entre Rí?os;Mujer Cis;1993;10/12/2022
1740;Argentina;Mendoza;Hombre Cis;1996;15/12/2022
1741;Argentina;Buenos Aires;Mujer Cis;1987;16/11/2022
1742;Argentina;Entre Rí?os;Hombre Cis;2002;25/11/2022
1743;Argentina;Ciudad Autónoma de Buenos Aires;;1995;17/11/2022
1744;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2002;1/12/2022
1745;Argentina;Buenos Aires;;2024;6/12/2022
1746;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1967;2/12/2022
1747;Argentina;Jujuy;Mujer Cis;1990;14/12/2022
1748;Argentina;Mendoza;Hombre Cis;1997;2/12/2022
1749;Argentina;Santa Fe;Hombre Cis;1989;29/11/2022
1750;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1992;23/11/2022
1751;Argentina;Buenos Aires;Hombre Cis;1985;11/12/2022
1752;Argentina;Misiones;Hombre Cis;1990;26/11/2022
1753;Argentina;Ciudad Autónoma de Buenos Aires;;1996;19/11/2022
1754;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1989;8/12/2022
1755;Argentina;Rí?o Negro;Hombre Cis;1974;21/11/2022
1756;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1997;27/11/2022
1757;Argentina;Santa Fe;Hombre Cis;1997;24/11/2022
1758;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1990;29/11/2022
1759;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Trans;1997;1/12/2022
1760;Argentina;Buenos Aires;Hombre Cis;1994;18/11/2022
1761;Argentina;Buenos Aires;Hombre Cis;1989;15/12/2022
1762;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1988;15/12/2022
1763;Argentina;Buenos Aires;Hombre Cis;1996;5/12/2022
1764;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1995;27/11/2022
1765;Argentina;Buenos Aires;Prefiero No Decir;1998;25/11/2022
1766;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1988;16/11/2022
1767;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1996;1/12/2022
1768;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1983;24/11/2022
1769;Argentina;Ciudad Autónoma de Buenos Aires;;1998;27/11/2022
1770;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1990;6/12/2022
1771;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1989;1/12/2022
1772;Argentina;Tucumí¡n;Hombre Cis;1979;13/12/2022
1773;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1984;28/11/2022
1774;Argentina;Córdoba;Hombre Cis;1988;24/11/2022
1775;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1987;21/11/2022
1776;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1997;23/11/2022
1777;Argentina;Buenos Aires;Mujer Cis;1995;24/11/2022
1778;Argentina;Santa Fe;Hombre Cis;2003;16/11/2022
1779;Argentina;Buenos Aires;Hombre Cis;1988;3/12/2022
1780;Argentina;Mendoza;Hombre Cis;1995;12/12/2022
1781;Argentina;Córdoba;Hombre Cis;1986;2/12/2022
1782;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1998;13/12/2022
1783;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1999;16/11/2022
1784;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1982;29/11/2022
1785;Argentina;Buenos Aires;Hombre Cis;1987;17/11/2022
1786;Argentina;Buenos Aires;;2001;5/12/2022
1787;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1993;7/12/2022
1788;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1995;17/11/2022
1789;Argentina;Buenos Aires;Hombre Cis;1991;16/11/2022
1790;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1981;5/12/2022
1791;Argentina;Buenos Aires;Hombre Cis;1987;6/12/2022
1792;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1990;4/12/2022
1793;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1996;4/12/2022
1794;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1999;5/12/2022
1795;Argentina;Buenos Aires;Hombre Cis;1996;21/11/2022
1796;Argentina;Salta;Hombre Cis;1992;1/12/2022
1797;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1982;6/12/2022
1798;Argentina;Córdoba;Hombre Cis;1995;12/12/2022
1799;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1983;9/12/2022
1800;Argentina;Jujuy;Hombre Cis;1995;9/12/2022
1801;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1984;29/11/2022
1802;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1994;8/12/2022
1803;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1998;15/12/2022
1804;Argentina;Buenos Aires;Mujer Cis;1983;2/12/2022
1805;Argentina;Buenos Aires;Hombre Cis;1991;18/11/2022
1806;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1994;30/11/2022
1807;Argentina;Buenos Aires;Hombre Cis;2001;30/11/2022
1808;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1993;4/12/2022
1809;Argentina;Buenos Aires;Mujer Cis;1997;7/12/2022
1810;Argentina;Buenos Aires;Hombre Cis;1997;5/12/2022
1811;Argentina;Chaco;Hombre Cis;1989;5/12/2022
1812;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1992;17/11/2022
1813;Argentina;Santa Fe;Hombre Cis;1978;11/12/2022
1814;Argentina;Buenos Aires;Hombre Cis;1972;14/12/2022
1815;Argentina;Santa Fe;Hombre Cis;1995;17/11/2022
1816;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1978;17/11/2022
1817;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;1993;13/12/2022
1818;Argentina;Formosa;Mujer Cis;1998;21/11/2022
1819;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1993;16/11/2022
1820;Argentina;Córdoba;Hombre Cis;1983;2/12/2022
1821;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1981;26/11/2022
1822;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1993;19/11/2022
1823;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1988;30/11/2022
1824;Argentina;Neuquén;Mujer Cis;1993;9/12/2022
1825;Argentina;Buenos Aires;Hombre Cis;1995;6/12/2022
1826;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1990;6/12/2022
1827;Argentina;Salta;Hombre Cis;1998;12/12/2022
1828;Argentina;Ciudad Autónoma de Buenos Aires;;1980;8/12/2022
1829;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1998;18/11/2022
1830;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1990;5/12/2022
1831;Argentina;Buenos Aires;Mujer Cis;1987;2/12/2022
1832;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;2000;20/11/2022
1833;Argentina;Entre Rí?os;Hombre Cis;1998;17/11/2022
1834;Argentina;Ciudad Autónoma de Buenos Aires;Mujer Cis;2000;28/11/2022
1835;Argentina;Buenos Aires;Hombre Cis;1988;13/12/2022
1836;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1992;18/11/2022
1837;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1987;14/12/2022
1838;Argentina;Chaco;Mujer Cis;1989;17/11/2022
1839;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1981;29/11/2022
1840;Argentina;Buenos Aires;Prefiero No Decir;1988;10/12/2022
1841;Argentina;Santa Fe;Mujer Cis;1996;23/11/2022
1842;Argentina;Ciudad Autónoma de Buenos Aires;Hombre Cis;1981;23/11/2022
1843;Argentina;Córdoba;Hombre Cis;1998;15/12/2022
1844;Argentina;Ciudad Autónoma de Buenos Aires;Prefiero No Decir;1992;10/12/2022
